GO-Elite ORA Results
File:
Table:
colors:
10/23/2023
Homo sapiens
Pvalues = true
Calculation Summary:
59 Ensembl source identifiers supplied in the input file:pink_Module.txt
59 source identifiers meeting the filter linked to a Ensembl ID.
18 genes meeting the criterion linked to a term.
1739 source identifiers in this dataset.
1739 source identifiers linked to a Ensembl ID.
762 Genes linked to a term.
The z score is based on an N of 762 and a R of 18 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Toll-like receptor signaling pathway:WP75	0	9	99	0.0	9.09090909091	-0.469100482647	1.0	1.0
Physiological and Pathological Hypertrophy  of the Heart:WP1528	0	9	23	0.0	39.1304347826	-0.469100482647	1.0	1.0
Oxidative Stress:WP408	0	9	30	0.0	30.0	-0.469100482647	1.0	1.0
Interferon type I signaling pathways:WP585	0	9	53	0.0	16.9811320755	-0.469100482647	1.0	1.0
Glutathione metabolism:WP100	0	9	17	0.0	52.9411764706	-0.469100482647	1.0	1.0
FAS pathway and Stress induction of HSP regulation:WP314	0	9	41	0.0	21.9512195122	-0.469100482647	1.0	1.0
EPO Receptor Signaling:WP581	0	9	27	0.0	33.3333333333	-0.469100482647	1.0	1.0
Cardiac Hypertrophic Response:WP2795	0	9	53	0.0	16.9811320755	-0.469100482647	1.0	1.0
Aryl Hydrocarbon Receptor:WP2586	0	9	47	0.0	19.1489361702	-0.469100482647	1.0	1.0
Adipogenesis:WP236	0	9	128	0.0	7.03125	-0.469100482647	1.0	1.0
miRNA targets in ECM and membrane receptors:WP2911	0	10	45	0.0	22.2222222222	-0.49480398981	1.0	1.0
Wnt Signaling Pathway Netpath:WP363	0	10	53	0.0	18.8679245283	-0.49480398981	1.0	1.0
TSLP Signaling Pathway:WP2203	0	10	46	0.0	21.7391304348	-0.49480398981	1.0	1.0
Regulation of toll-like receptor signaling pathway:WP1449	0	10	141	0.0	7.09219858156	-0.49480398981	1.0	1.0
MAPK Cascade:WP422	0	10	30	0.0	33.3333333333	-0.49480398981	1.0	1.0
IL-6 signaling pathway:WP364	0	10	43	0.0	23.2558139535	-0.49480398981	1.0	1.0
IL-5 Signaling Pathway:WP127	0	10	41	0.0	24.3902439024	-0.49480398981	1.0	1.0
Fatty Acid Biosynthesis:WP357	0	10	22	0.0	45.4545454545	-0.49480398981	1.0	1.0
Endothelin Pathways:WP2197	0	10	33	0.0	30.303030303	-0.49480398981	1.0	1.0
Tryptophan metabolism:WP465	0	11	45	0.0	24.4444444444	-0.519300196873	1.0	1.0
Trans-sulfuration and one carbon metabolism:WP2525	0	11	31	0.0	35.4838709677	-0.519300196873	1.0	1.0
IL-3 Signaling Pathway:WP286	0	11	49	0.0	22.4489795918	-0.519300196873	1.0	1.0
Diurnally Regulated Genes with Circadian Orthologs:WP410	0	11	46	0.0	23.9130434783	-0.519300196873	1.0	1.0
DNA Damage Response (only ATM dependent):WP710	0	11	101	0.0	10.8910891089	-0.519300196873	1.0	1.0
Cori Cycle:WP1946	0	11	16	0.0	68.75	-0.519300196873	1.0	1.0
TCA Cycle:WP78	0	12	20	0.0	60.0	-0.542752839846	1.0	1.0
Signaling Pathways in Glioblastoma:WP2261	0	12	83	0.0	14.4578313253	-0.542752839846	1.0	1.0
Senescence and Autophagy in Cancer:WP615	0	12	110	0.0	10.9090909091	-0.542752839846	1.0	1.0
SREBP signalling:WP1982	0	12	68	0.0	17.6470588235	-0.542752839846	1.0	1.0
IL-2 Signaling Pathway:WP49	0	12	43	0.0	27.9069767442	-0.542752839846	1.0	1.0
Hypothetical Network for Drug Addiction:WP666	0	12	31	0.0	38.7096774194	-0.542752839846	1.0	1.0
Rac1/Pak1/p38/MMP-2 pathway:WP3303	0	13	67	0.0	19.4029850746	-0.565292053484	1.0	1.0
Oncostatin M Signaling Pathway:WP2374	0	13	64	0.0	20.3125	-0.565292053484	1.0	1.0
Interleukin-11 Signaling Pathway:WP2332	0	13	44	0.0	29.5454545455	-0.565292053484	1.0	1.0
G13 Signaling Pathway:WP524	0	13	40	0.0	32.5	-0.565292053484	1.0	1.0
TCR Signaling Pathway:WP69	0	14	91	0.0	15.3846153846	-0.587023289943	1.0	1.0
TCA Cycle and PDHc:WP2453	0	14	16	0.0	87.5	-0.587023289943	1.0	1.0
Signaling of Hepatocyte Growth Factor Receptor:WP313	0	14	36	0.0	38.8888888889	-0.587023289943	1.0	1.0
Oxidative phosphorylation:WP623	0	14	66	0.0	21.2121212121	-0.587023289943	1.0	1.0
Glycogen Metabolism:WP500	0	14	36	0.0	38.8888888889	-0.587023289943	1.0	1.0
Apoptosis-related network due to altered Notch3 in ovarian cancer:WP2864	0	14	54	0.0	25.9259259259	-0.587023289943	1.0	1.0
Alpha 6 Beta 4 signaling pathway:WP244	0	14	33	0.0	42.4242424242	-0.587023289943	1.0	1.0
Kit receptor signaling pathway:WP304	0	15	61	0.0	24.5901639344	-0.608033407759	1.0	1.0
Fatty Acid Beta Oxidation:WP143	0	15	33	0.0	45.4545454545	-0.608033407759	1.0	1.0
Wnt Signaling Pathway and Pluripotency:WP399	0	16	101	0.0	15.8415841584	-0.628394956533	1.0	1.0
MicroRNAs in cardiomyocyte hypertrophy:WP1544	0	16	103	0.0	15.5339805825	-0.628394956533	1.0	1.0
BCL-XL prevents the binding of truncated BID to BAX. This is prevented by BAD. BAD can displace tBID from BCL-XL.   :WP231	0	16	92	0.0	17.3913043478	-0.628394956533	1.0	1.0
AGE/RAGE pathway:WP2324	0	16	66	0.0	24.2424242424	-0.628394956533	1.0	1.0
Leptin signaling pathway:WP2034	0	18	78	0.0	23.0769230769	-0.667408752781	1.0	1.0
Ectoderm Differentiation:WP2858	0	18	144	0.0	12.5	-0.667408752781	1.0	1.0
Selenium Micronutrient Network:WP15	0	19	87	0.0	21.8390804598	-0.686158593364	1.0	1.0
Metapathway biotransformation:WP702	0	21	177	0.0	11.8644067797	-0.722341649453	1.0	1.0
Primary Focal Segmental Glomerulosclerosis FSGS:WP2572	0	25	73	0.0	34.2465753425	-0.79027523679	0.6125	1.0
Pathogenic Escherichia coli infection:KEGG-hsa05130:WP2272	0	25	55	0.0	45.4545454545	-0.79027523679	0.625	1.0
Cytoplasmic Ribosomal Proteins:WP477	0	26	97	0.0	26.8041237113	-0.806473088774	0.628	1.0
Electron Transport Chain:WP111	0	27	109	0.0	24.7706422018	-0.822394743351	0.6065	1.0
Glycolysis and Gluconeogenesis:WP534	0	29	52	0.0	55.7692307692	-0.853471699485	0.609	1.0
Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118	0	31	77	0.0	40.2597402597	-0.883617424999	0.6325	1.0
MAPK Signaling Pathway:WP382	0	32	170	0.0	18.8235294118	-0.898370892625	0.612	1.0
Integrin-mediated Cell Adhesion:WP185	0	38	103	0.0	36.8932038835	-0.983025148379	0.643	1.0
Regulation of Actin Cytoskeleton:WP51	0	47	157	0.0	29.9363057325	-1.10011483518	0.413	1.0
Focal Adhesion:WP306	0	54	190	0.0	28.4210526316	-1.18501095219	0.419	1.0
