Ensembl	symbol	GeneOntology
ENSG00000143819	EPHX1	GO:0014070
ENSG00000093010	COMT	GO:0014070
ENSG00000110090	CPT1A	GO:0014070
ENSG00000145864	GABRB2	GO:0014070
ENSG00000198363	ASPH	GO:0014070
ENSG00000134243	SORT1	GO:0010008
ENSG00000146648	EGFR	GO:0010008
ENSG00000234745	HLA-B	GO:0010008
ENSG00000110047	EHD1	GO:0010008
ENSG00000141458	NPC1	GO:0010008
ENSG00000104419	NDRG1	GO:0010008
ENSG00000182718	ANXA2	GO:0010008
ENSG00000181467	RAP2B	GO:0010008
ENSG00000260314	MRC1	GO:0010008
ENSG00000100997	ABHD12	GO:0009395
ENSG00000034713	GABARAPL2	GO:0050811
ENSG00000146648	EGFR	GO:0031657
ENSG00000063046	EIF4B	GO:0000289
ENSG00000142173	COL6A2	GO:0044243
ENSG00000142156	COL6A1	GO:0044243
ENSG00000163359	COL6A3	GO:0044243
ENSG00000146648	EGFR	GO:0031659
ENSG00000120915	EPHX2	GO:0000287
ENSG00000093010	COMT	GO:0000287
ENSG00000198836	OPA1	GO:0000287
ENSG00000196419	XRCC6	GO:0060284
ENSG00000137642	SORL1	GO:0060284
ENSG00000168959	GRM5	GO:0060284
ENSG00000179218	CALR	GO:0060284
ENSG00000124126	PREX1	GO:0060284
ENSG00000130175	PRKCSH	GO:0060284
ENSG00000079246	XRCC5	GO:0060284
ENSG00000154096	THY1	GO:0060284
ENSG00000198836	OPA1	GO:0030705
ENSG00000168959	GRM5	GO:0048169
ENSG00000113721	PDGFRB	GO:0004992
ENSG00000185129	PURA	GO:0008284
ENSG00000113721	PDGFRB	GO:0008284
ENSG00000146648	EGFR	GO:0008284
ENSG00000179218	CALR	GO:0008284
ENSG00000182718	ANXA2	GO:0008284
ENSG00000105974	CAV1	GO:0008285
ENSG00000215021	PHB2	GO:0008285
ENSG00000163191	S100A11	GO:0008285
ENSG00000093010	COMT	GO:0008285
ENSG00000198363	ASPH	GO:0008285
