GO-Elite ORA Results
File:
Table:
Database: Based on OBO-Database version: 6/14/2011
colors:
11/7/2023
Homo sapiens
Pvalues = true
Calculation Summary:
768 Ensembl source identifiers supplied in the input file:brown_Module.txt
768 source identifiers meeting the filter linked to a Ensembl ID.
761 genes meeting the criterion linked to a term.
1741 source identifiers in this dataset.
1741 source identifiers linked to a Ensembl ID.
1732 Genes linked to a term.
The z score is based on an N of 1732 and a R of 761 distinct genes in all terms.

Ontology-ID	Ontology Name	Ontology Type	Number Changed	Number Measured	Number in Ontology	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
GO:0032940	secretion by cell	biological_process	61	111	429	54.954954955	25.8741258741	2.41679633684	0.0185	0.378800211416
GO:0048285	organelle fission	biological_process	24	38	374	63.1578947368	10.1604278075	2.41317387391	0.026	0.480553435115
GO:0016567	protein ubiquitination	biological_process	37	63	580	58.7301587302	10.8620689655	2.40923178977	0.018	0.37329764454
GO:1901028	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	biological_process	10	13	43	76.9230769231	30.2325581395	2.40464184329	0.027	0.493386792453
GO:0050688	regulation of defense response to virus	biological_process	10	13	92	76.9230769231	14.1304347826	2.40464184329	0.021	0.415071428571
GO:0046717	acid secretion	biological_process	10	13	51	76.9230769231	25.4901960784	2.40464184329	0.0285	0.509266605166
GO:0042734	presynaptic membrane	cellular_component	10	13	54	76.9230769231	24.0740740741	2.40464184329	0.0265	0.486084280303
GO:0007051	spindle organization	biological_process	10	13	78	76.9230769231	16.6666666667	2.40464184329	0.0205	0.411913900415
GO:0005085	guanyl-nucleotide exchange factor activity	molecular_function	10	13	200	76.9230769231	6.5	2.40464184329	0.023	0.441099009901
GO:0042176	regulation of protein catabolic process	biological_process	41	71	332	57.7464788732	21.3855421687	2.39329295273	0.022	0.426993987976
GO:0009894	regulation of catabolic process	biological_process	49	87	506	56.3218390805	17.1936758893	2.38747551332	0.021	0.415071428571
GO:0045202	synapse	cellular_component	48	85	278	56.4705882353	30.5755395683	2.38676816759	0.015	0.330170454545
