GO-Elite ORA Results
File:
Table:
colors:
11/7/2023
Homo sapiens
Pvalues = true
Calculation Summary:
200 Ensembl source identifiers supplied in the input file:blue_Module.txt
200 source identifiers meeting the filter linked to a Ensembl ID.
97 genes meeting the criterion linked to a term.
1741 source identifiers in this dataset.
1741 source identifiers linked to a Ensembl ID.
762 Genes linked to a term.
The z score is based on an N of 762 and a R of 97 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Pathogenic Escherichia coli infection:KEGG-hsa05130:WP2272	2	25	55	8.0	45.4545454545	-0.720969149162	0.539	1.0
Vitamin A and Carotenoid Metabolism:WP716	0	4	44	0.0	9.09090909091	-0.765354721488	0.669	1.0
Structural Pathway of Interleukin 1 (IL-1):WP2637	0	4	9	0.0	44.4444444444	-0.765354721488	0.6805	1.0
Serotonin Receptor 4/6/7 and NR3C Signaling:WP734	0	4	20	0.0	20.0	-0.765354721488	0.667	1.0
Oxidation by Cytochrome P450:WP43	0	4	63	0.0	6.34920634921	-0.765354721488	0.685	1.0
Osteopontin Signaling:WP1434	0	4	13	0.0	30.7692307692	-0.765354721488	0.6695	1.0
Methylation Pathways:WP704	0	4	9	0.0	44.4444444444	-0.765354721488	0.674	1.0
GPCRs, Class C Metabotropic glutamate, pheromone:WP501	0	4	14	0.0	28.5714285714	-0.765354721488	0.672	1.0
Folate-Alcohol and Cancer Pathway:WP1589	0	4	8	0.0	50.0	-0.765354721488	0.6695	1.0
Eicosanoid Synthesis:WP167	0	4	22	0.0	18.1818181818	-0.765354721488	0.6625	1.0
Cardiac Progenitor Differentiation:WP2406	0	4	53	0.0	7.54716981132	-0.765354721488	0.6905	1.0
Arylhydrocarbon receptor (AhR) signaling pathway:WP2100	0	4	28	0.0	14.2857142857	-0.765354721488	0.681	1.0
Apoptosis:WP254	0	4	89	0.0	4.49438202247	-0.765354721488	0.67	1.0
Wnt Signaling Pathway and Pluripotency:WP399	1	16	101	6.25	15.8415841584	-0.785404390735	0.4085	1.0
Focal Adhesion:WP306	5	54	190	9.25925925926	28.4210526316	-0.793250468526	0.544	1.0
Myometrial Relaxation and Contraction Pathways:WP289	4	45	160	8.88888888889	28.125	-0.796371260594	0.5315	1.0
Type II interferon signaling (IFNG):WP619	0	5	35	0.0	14.2857142857	-0.856257592196	0.6575	1.0
Transcriptional activation by NRF2:WP3	0	5	15	0.0	33.3333333333	-0.856257592196	0.636	1.0
Trans-sulfuration pathway:WP2333	0	5	11	0.0	45.4545454545	-0.856257592196	0.653	1.0
T-Cell Receptor and Co-stimulatory Signaling:WP2583	0	5	30	0.0	16.6666666667	-0.856257592196	0.649	1.0
Statin Pathway:WP430	0	5	36	0.0	13.8888888889	-0.856257592196	0.6475	1.0
Pentose Phosphate Pathway:WP134	0	5	8	0.0	62.5	-0.856257592196	0.644	1.0
Inflammatory Response Pathway:WP453	0	5	32	0.0	15.625	-0.856257592196	0.649	1.0
Glucuronidation:WP698	0	5	16	0.0	31.25	-0.856257592196	0.6545	1.0
NRF2 pathway:WP2884	3	37	143	8.10810810811	25.8741258741	-0.864112303888	0.486	1.0
Regulation of Actin Cytoskeleton:WP51	4	47	157	8.51063829787	29.9363057325	-0.895278495836	0.514	1.0
Parkinsons Disease Pathway:WP2371	0	6	39	0.0	15.3846153846	-0.938603350809	0.6125	1.0
One Carbon Metabolism:WP241	0	6	28	0.0	21.4285714286	-0.938603350809	0.625	1.0
Monoamine Transport:WP727	0	6	32	0.0	18.75	-0.938603350809	0.63	1.0
Endoderm Differentiation:WP2853	0	6	72	0.0	8.33333333333	-0.938603350809	0.6315	1.0
Endochondral Ossification:WP474	0	6	64	0.0	9.375	-0.938603350809	0.609	1.0
Glycolysis and Gluconeogenesis:WP534	2	29	52	6.89655172414	55.7692307692	-0.960279305462	0.4155	1.0
Signal Transduction of S1P Receptor:WP26	0	7	25	0.0	28.0	-1.01447866273	0.6055	1.0
Dopamine metabolism:WP2436	0	7	14	0.0	50.0	-1.01447866273	0.611	1.0
Copper homeostasis:WP3286	0	7	55	0.0	12.7272727273	-1.01447866273	0.5975	1.0
Cell Cycle:WP179	0	7	104	0.0	6.73076923077	-1.01447866273	0.6125	1.0
Aryl Hydrocarbon Receptor Pathway:WP2873	0	7	46	0.0	15.2173913043	-1.01447866273	0.6045	1.0
Alanine and aspartate metabolism:WP106	0	7	12	0.0	58.3333333333	-1.01447866273	0.6305	1.0
miRs in Muscle Cell Differentiation:WP2012	0	8	41	0.0	19.512195122	-1.08524225079	0.4405	1.0
Vitamin B12 Metabolism:WP1533	0	8	55	0.0	14.5454545455	-1.08524225079	0.436	1.0
IL-1 signaling pathway:WP195	0	8	55	0.0	14.5454545455	-1.08524225079	0.4325	1.0
Complement and Coagulation Cascades:WP558	0	8	60	0.0	13.3333333333	-1.08524225079	0.4245	1.0
Metapathway biotransformation:WP702	1	21	177	4.7619047619	11.8644067797	-1.11016382601	0.2905	1.0
Toll-like receptor signaling pathway:WP75	0	9	99	0.0	9.09090909091	-1.15183730341	0.4085	1.0
Glutathione metabolism:WP100	0	9	17	0.0	52.9411764706	-1.15183730341	0.4095	1.0
Cardiac Hypertrophic Response:WP2795	0	9	53	0.0	16.9811320755	-1.15183730341	0.409	1.0
miRNA targets in ECM and membrane receptors:WP2911	0	10	45	0.0	22.2222222222	-1.21495013206	0.3815	1.0
Regulation of toll-like receptor signaling pathway:WP1449	0	10	141	0.0	7.09219858156	-1.21495013206	0.385	1.0
Endothelin Pathways:WP2197	0	10	33	0.0	30.303030303	-1.21495013206	0.3935	1.0
Trans-sulfuration and one carbon metabolism:WP2525	0	11	31	0.0	35.4838709677	-1.2750985355	0.3745	1.0
Diurnally Regulated Genes with Circadian Orthologs:WP410	0	11	46	0.0	23.9130434783	-1.2750985355	0.38	1.0
Cori Cycle:WP1946	0	11	16	0.0	68.75	-1.2750985355	0.3915	1.0
Insulin Signaling:WP481	2	36	165	5.55555555556	21.8181818182	-1.32221223623	0.245	1.0
Integrated Pancreatic Cancer Pathway:WP2377	1	25	171	4.0	14.6198830409	-1.33071220317	0.2185	1.0
SIDS Susceptibility Pathways:WP706	2	37	157	5.40540540541	23.5668789809	-1.36944889296	0.2145	1.0
