Ensembl ID	UniGene ID
ENSG00000139292	Hs.658889
ENSG00000139304	Hs.539284
ENSG00000139318	Hs.298654
ENSG00000139318	Hs.735755
ENSG00000139323	Hs.25130
ENSG00000139323	Hs.604487
ENSG00000139324	Hs.331268
ENSG00000139324	Hs.609124
ENSG00000139324	Hs.609161
ENSG00000139324	Hs.609923
ENSG00000139324	Hs.708502
ENSG00000139330	Hs.125750
ENSG00000139343	Hs.733158
ENSG00000139344	Hs.424907
ENSG00000139350	Hs.270084
ENSG00000139350	Hs.743848
ENSG00000139351	Hs.506504
ENSG00000139352	Hs.703025
ENSG00000139354	Hs.20575
ENSG00000139364	Hs.524838
ENSG00000139364	Hs.605504
ENSG00000139364	Hs.609921
ENSG00000139364	Hs.616436
ENSG00000139364	Hs.637054
ENSG00000139370	Hs.741884
ENSG00000139372	Hs.173824
ENSG00000139372	Hs.584809
ENSG00000139372	Hs.596784
ENSG00000139372	Hs.707510
ENSG00000139405	Hs.524762
ENSG00000139410	Hs.337594
ENSG00000139428	Hs.610069
ENSG00000139433	Hs.381256
ENSG00000139436	Hs.434996
ENSG00000139436	Hs.686678
ENSG00000139437	Hs.410924
ENSG00000139437	Hs.603032
ENSG00000139437	Hs.659826
ENSG00000139437	Hs.686678
ENSG00000139437	Hs.733214
ENSG00000139438	Hs.605596
ENSG00000139438	Hs.661785
ENSG00000139445	Hs.528316
ENSG00000139445	Hs.606827
ENSG00000139496	Hs.507537
ENSG00000139496	Hs.566317
ENSG00000139496	Hs.744399
ENSG00000139505	Hs.596973
ENSG00000139505	Hs.601878
ENSG00000139505	Hs.643702
ENSG00000139505	Hs.715687
ENSG00000139514	Hs.14846
ENSG00000139514	Hs.604662
ENSG00000139515	Hs.32938
ENSG00000139517	Hs.132359
ENSG00000139517	Hs.597424
ENSG00000139537	Hs.512805
ENSG00000139540	Hs.591018
ENSG00000139546	Hs.326
ENSG00000139547	Hs.134958
ENSG00000139549	Hs.524382
ENSG00000139567	Hs.591026
ENSG00000139567	Hs.600319
ENSG00000139572	Hs.306199
ENSG00000139597	Hs.161220
ENSG00000139597	Hs.630016
ENSG00000139597	Hs.732118
ENSG00000139610	Hs.348395
ENSG00000139613	Hs.236030
ENSG00000139613	Hs.733233
ENSG00000139618	Hs.34012
ENSG00000139618	Hs.686439
ENSG00000139620	Hs.505412
ENSG00000139624	Hs.270525
ENSG00000139624	Hs.672010
ENSG00000139624	Hs.685523
ENSG00000139624	Hs.694201
ENSG00000139625	Hs.593270
ENSG00000139625	Hs.713539
ENSG00000139626	Hs.654470
ENSG00000139629	Hs.505575
ENSG00000139629	Hs.539371
ENSG00000139629	Hs.739102
ENSG00000139631	Hs.279815
ENSG00000139636	Hs.272838
ENSG00000139636	Hs.641680
ENSG00000139636	Hs.710898
ENSG00000139636	Hs.733871
ENSG00000139641	Hs.615233
ENSG00000139641	Hs.632729
ENSG00000139644	Hs.618803
ENSG00000139644	Hs.743965
ENSG00000139645	Hs.524506
ENSG00000139648	Hs.660007
ENSG00000139651	Hs.524458
ENSG00000139651	Hs.694000
ENSG00000139651	Hs.694019
ENSG00000139656	Hs.534877
ENSG00000139656	Hs.730073
ENSG00000139668	Hs.208550
ENSG00000139668	Hs.46506
ENSG00000139668	Hs.610223
ENSG00000139668	Hs.613505
ENSG00000139668	Hs.617921
ENSG00000139675	Hs.447506
ENSG00000139675	Hs.733323
ENSG00000139679	Hs.123464
ENSG00000139679	Hs.675006
ENSG00000139679	Hs.723541
ENSG00000139684	Hs.432491
ENSG00000139684	Hs.705424
ENSG00000139687	Hs.408528
ENSG00000139687	Hs.605217
ENSG00000139697	Hs.608559
ENSG00000139697	Hs.7012
ENSG00000139697	Hs.709122
ENSG00000139714	Hs.434154
ENSG00000139718	Hs.507122
ENSG00000139718	Hs.612133
ENSG00000139719	Hs.592009
ENSG00000139719	Hs.618336
ENSG00000139725	Hs.634816
ENSG00000139725	Hs.717201
ENSG00000139726	Hs.22393
ENSG00000139734	Hs.283127
ENSG00000139734	Hs.666705
ENSG00000139734	Hs.692542
ENSG00000139734	Hs.695151
ENSG00000139734	Hs.739847
ENSG00000139737	Hs.349955
ENSG00000139737	Hs.713738
ENSG00000139746	Hs.596629
ENSG00000139746	Hs.600049
ENSG00000139767	Hs.744964
ENSG00000139780	Hs.508623
ENSG00000139793	Hs.657347
ENSG00000139793	Hs.705922
ENSG00000139793	Hs.706412
ENSG00000139797	Hs.296045
ENSG00000139800	Hs.508570
ENSG00000139800	Hs.618204
ENSG00000139826	Hs.183528
ENSG00000139832	Hs.743563
ENSG00000139835	Hs.745043
ENSG00000139842	Hs.339735
ENSG00000139842	Hs.562468
ENSG00000139842	Hs.593670
ENSG00000139842	Hs.597467
ENSG00000139842	Hs.609784
ENSG00000139865	Hs.509182
ENSG00000139865	Hs.659936
ENSG00000139865	Hs.735166
ENSG00000139874	Hs.248160
ENSG00000139880	Hs.155912
ENSG00000139890	Hs.444911
ENSG00000139890	Hs.599980
ENSG00000139899	Hs.207603
ENSG00000139910	Hs.31588
ENSG00000139910	Hs.607686
ENSG00000139910	Hs.609716
ENSG00000139910	Hs.667349
ENSG00000139914	Hs.128060
ENSG00000139915	Hs.436380
ENSG00000139915	Hs.610367
ENSG00000139921	Hs.125221
ENSG00000139921	Hs.607313
ENSG00000139921	Hs.621890
ENSG00000139926	Hs.434914
ENSG00000139926	Hs.707034
ENSG00000139946	Hs.657926
ENSG00000139970	Hs.368626
ENSG00000139970	Hs.641611
ENSG00000139971	Hs.535420
ENSG00000139971	Hs.656603
ENSG00000139973	Hs.27151
ENSG00000139973	Hs.404139
ENSG00000139973	Hs.713240
ENSG00000139974	Hs.200738
ENSG00000139974	Hs.618677
ENSG00000139977	Hs.165465
ENSG00000139977	Hs.168162
ENSG00000139977	Hs.610231
ENSG00000139977	Hs.717806
ENSG00000139985	Hs.178748
ENSG00000139988	Hs.415322
ENSG00000139988	Hs.739915
ENSG00000139990	Hs.509780
ENSG00000139990	Hs.614230
ENSG00000139990	Hs.708592
ENSG00000139998	Hs.512492
ENSG00000140006	Hs.615880
ENSG00000140006	Hs.655666
ENSG00000140006	Hs.741323
ENSG00000140009	Hs.660607
ENSG00000140015	Hs.27043
ENSG00000140015	Hs.328129
ENSG00000140022	Hs.14248
ENSG00000140022	Hs.622960
ENSG00000140025	Hs.123232
ENSG00000140025	Hs.722963
ENSG00000140025	Hs.734065
ENSG00000140025	Hs.738529
ENSG00000140030	Hs.443243
ENSG00000140043	Hs.632344
ENSG00000140044	Hs.196482
ENSG00000140044	Hs.716019
ENSG00000140057	Hs.622095
ENSG00000140057	Hs.667462
ENSG00000140090	Hs.385530
ENSG00000140092	Hs.707292
ENSG00000140093	Hs.118620
ENSG00000140104	Hs.27183
ENSG00000140104	Hs.614056
ENSG00000140105	Hs.497599
ENSG00000140105	Hs.736264
ENSG00000140107	Hs.108268
ENSG00000140153	Hs.706384
ENSG00000140199	Hs.510939
ENSG00000140254	Hs.356664
ENSG00000140259	Hs.61418
ENSG00000140259	Hs.706462
ENSG00000140262	Hs.511504
ENSG00000140262	Hs.595728
ENSG00000140262	Hs.608843
ENSG00000140262	Hs.659471
ENSG00000140262	Hs.682266
ENSG00000140263	Hs.600174
ENSG00000140264	Hs.424126
ENSG00000140265	Hs.418287
ENSG00000140265	Hs.707262
ENSG00000140274	Hs.497987
ENSG00000140279	Hs.71377
ENSG00000140280	Hs.603629
ENSG00000140280	Hs.721260
ENSG00000140284	Hs.11729
ENSG00000140285	Hs.199245
ENSG00000140285	Hs.535964
ENSG00000140285	Hs.567268
ENSG00000140285	Hs.607466
ENSG00000140285	Hs.735177
ENSG00000140287	Hs.1481
ENSG00000140297	Hs.194710
ENSG00000140297	Hs.663110
ENSG00000140297	Hs.739936
ENSG00000140299	Hs.592515
ENSG00000140299	Hs.646490
ENSG00000140299	Hs.702777
ENSG00000140299	Hs.732824
ENSG00000140299	Hs.745199
ENSG00000140307	Hs.512934
ENSG00000140307	Hs.659801
ENSG00000140319	Hs.661971
ENSG00000140320	Hs.22109
ENSG00000140323	Hs.355645
ENSG00000140326	Hs.437819
ENSG00000140326	Hs.599232
ENSG00000140332	Hs.287362
ENSG00000140332	Hs.604506
ENSG00000140332	Hs.604666
ENSG00000140332	Hs.718695
ENSG00000140332	Hs.732737
ENSG00000140350	Hs.458747
ENSG00000140365	Hs.351327
ENSG00000140365	Hs.638228
ENSG00000140367	Hs.23033
ENSG00000140367	Hs.744459
ENSG00000140368	Hs.129758
ENSG00000140374	Hs.39925
ENSG00000140374	Hs.708509
ENSG00000140382	Hs.69594
ENSG00000140382	Hs.745470
ENSG00000140386	Hs.458986
ENSG00000140386	Hs.606358
ENSG00000140386	Hs.719518
ENSG00000140391	Hs.597145
ENSG00000140391	Hs.724231
ENSG00000140391	Hs.744863
ENSG00000140395	Hs.513055
ENSG00000140396	Hs.446678
ENSG00000140396	Hs.595378
ENSG00000140396	Hs.596184
ENSG00000140396	Hs.618025
ENSG00000140396	Hs.727231
ENSG00000140398	Hs.512732
ENSG00000140398	Hs.741722
ENSG00000140400	Hs.692930
ENSG00000140403	Hs.513053
ENSG00000140406	Hs.513071
ENSG00000140416	Hs.635569
ENSG00000140443	Hs.643120
ENSG00000140443	Hs.713906
ENSG00000140443	Hs.714012
ENSG00000140443	Hs.714162
ENSG00000140450	Hs.608486
ENSG00000140450	Hs.6093
ENSG00000140451	Hs.112160
ENSG00000140455	Hs.458499
ENSG00000140455	Hs.603083
ENSG00000140459	Hs.303980
ENSG00000140463	Hs.208681
ENSG00000140463	Hs.593838
ENSG00000140464	Hs.526464
ENSG00000140464	Hs.593486
ENSG00000140465	Hs.72912
ENSG00000140465	Hs.739773
ENSG00000140470	Hs.513200
ENSG00000140471	Hs.105633
ENSG00000140471	Hs.614534
ENSG00000140471	Hs.622511
ENSG00000140471	Hs.709044
ENSG00000140474	Hs.513034
ENSG00000140478	Hs.540230
ENSG00000140478	Hs.672474
ENSG00000140479	Hs.498494
ENSG00000140479	Hs.564745
ENSG00000140488	Hs.348342
ENSG00000140497	Hs.458917
ENSG00000140497	Hs.618691
ENSG00000140506	Hs.620644
ENSG00000140511	Hs.447530
ENSG00000140519	Hs.459284
ENSG00000140521	Hs.706868
ENSG00000140522	Hs.1933
ENSG00000140525	Hs.513126
ENSG00000140526	Hs.122337
ENSG00000140526	Hs.730201
ENSG00000140527	Hs.177557
ENSG00000140534	Hs.441708
ENSG00000140538	Hs.185701
ENSG00000140538	Hs.410969
ENSG00000140538	Hs.589308
ENSG00000140538	Hs.684107
ENSG00000140538	Hs.706364
ENSG00000140538	Hs.734501
ENSG00000140538	Hs.738150
ENSG00000140543	Hs.690871
ENSG00000140545	Hs.615196
ENSG00000140545	Hs.626569
ENSG00000140545	Hs.720851
ENSG00000140548	Hs.459311
ENSG00000140553	Hs.389461
ENSG00000140553	Hs.690345
ENSG00000140557	Hs.302341
ENSG00000140563	Hs.33368
ENSG00000140564	Hs.513153
ENSG00000140564	Hs.701745
ENSG00000140575	Hs.430551
ENSG00000140575	Hs.688097
ENSG00000140575	Hs.710688
ENSG00000140577	Hs.567572
ENSG00000140577	Hs.618881
ENSG00000140577	Hs.739395
ENSG00000140598	Hs.459114
ENSG00000140600	Hs.270055
ENSG00000140600	Hs.599441
ENSG00000140612	Hs.593290
ENSG00000140612	Hs.9534
ENSG00000140623	Hs.126780
ENSG00000140632	Hs.387255
ENSG00000140632	Hs.598921
ENSG00000140632	Hs.731580
ENSG00000140650	Hs.614574
ENSG00000140650	Hs.625732
ENSG00000140650	Hs.731165
ENSG00000140675	Hs.663690
ENSG00000140675	Hs.709195
ENSG00000140678	Hs.248472
ENSG00000140678	Hs.738365
ENSG00000140682	Hs.513530
ENSG00000140682	Hs.605421
ENSG00000140691	Hs.732945
ENSG00000140694	Hs.707451
ENSG00000140718	Hs.528833
ENSG00000140718	Hs.636768
ENSG00000140740	Hs.528803
ENSG00000140743	Hs.513430
ENSG00000140743	Hs.744484
ENSG00000140749	Hs.530902
ENSG00000140749	Hs.614053
ENSG00000140749	Hs.671627
ENSG00000140750	Hs.373793
ENSG00000140750	Hs.596568
ENSG00000140795	Hs.130465
ENSG00000140798	Hs.410111
ENSG00000140798	Hs.739271
ENSG00000140807	Hs.187578
ENSG00000140807	Hs.298434
ENSG00000140807	Hs.608915
ENSG00000140829	Hs.151218
ENSG00000140829	Hs.733009
ENSG00000140830	Hs.134406
ENSG00000140830	Hs.609122
ENSG00000140832	Hs.513706
ENSG00000140835	Hs.251383
ENSG00000140836	Hs.598297
ENSG00000140836	Hs.606373
ENSG00000140836	Hs.706002
ENSG00000140839	Hs.454670
ENSG00000140839	Hs.592064
ENSG00000140848	Hs.339809
ENSG00000140848	Hs.595147
ENSG00000140848	Hs.666252
ENSG00000140853	Hs.528836
ENSG00000140853	Hs.708775
ENSG00000140854	Hs.275675
ENSG00000140859	Hs.23131
ENSG00000140859	Hs.603754
ENSG00000140859	Hs.694446
ENSG00000140859	Hs.736934
ENSG00000140873	Hs.188746
ENSG00000140873	Hs.607303
ENSG00000140876	Hs.282665
ENSG00000140876	Hs.741811
ENSG00000140905	Hs.488363
ENSG00000140905	Hs.546256
ENSG00000140905	Hs.730564
ENSG00000140931	Hs.298198
ENSG00000140931	Hs.736516
ENSG00000140932	Hs.195685
ENSG00000140937	Hs.116471
ENSG00000140937	Hs.660113
ENSG00000140937	Hs.682631
ENSG00000140937	Hs.734871
ENSG00000140941	Hs.356061
ENSG00000140941	Hs.569691
ENSG00000140941	Hs.717559
ENSG00000140943	Hs.596527
ENSG00000140943	Hs.75890
ENSG00000140948	Hs.156231
ENSG00000140948	Hs.596848
ENSG00000140950	Hs.288274
ENSG00000140950	Hs.665861
ENSG00000140955	Hs.8977
ENSG00000140961	Hs.128055
ENSG00000140968	Hs.137427
ENSG00000140983	Hs.513242
ENSG00000140983	Hs.737113
ENSG00000140986	Hs.657266
ENSG00000140987	Hs.123295
ENSG00000140987	Hs.592078
ENSG00000140987	Hs.614191
ENSG00000140988	Hs.661002
ENSG00000140988	Hs.679928
ENSG00000140988	Hs.721310
ENSG00000140988	Hs.721320
ENSG00000140988	Hs.745496
ENSG00000140992	Hs.459691
ENSG00000140992	Hs.595515
ENSG00000140992	Hs.641816
ENSG00000140992	Hs.709110
ENSG00000140993	Hs.745179
ENSG00000140993	Hs.745181
ENSG00000140995	Hs.600021
ENSG00000140995	Hs.62771
ENSG00000141012	Hs.271383
ENSG00000141012	Hs.633513
ENSG00000141013	Hs.431792
ENSG00000141013	Hs.739124
ENSG00000141026	Hs.244595
ENSG00000141027	Hs.462323
ENSG00000141027	Hs.604301
ENSG00000141027	Hs.609364
ENSG00000141027	Hs.622088
ENSG00000141027	Hs.657442
ENSG00000141027	Hs.666008
ENSG00000141027	Hs.667590
ENSG00000141030	Hs.6076
ENSG00000141034	Hs.187422
ENSG00000141040	Hs.99724
ENSG00000141052	Hs.462257
ENSG00000141052	Hs.567641
ENSG00000141052	Hs.608235
ENSG00000141052	Hs.614281
ENSG00000141068	Hs.133534
ENSG00000141068	Hs.678632
ENSG00000141068	Hs.735453
ENSG00000141076	Hs.461113
ENSG00000141076	Hs.713580
ENSG00000141076	Hs.713853
ENSG00000141084	Hs.368569
ENSG00000141084	Hs.618118
ENSG00000141096	Hs.302028
ENSG00000141098	Hs.307084
ENSG00000141098	Hs.634633
ENSG00000141127	Hs.602507
ENSG00000141127	Hs.632236
ENSG00000141161	Hs.379636
ENSG00000141179	Hs.285218
ENSG00000141194	Hs.531188
ENSG00000141198	Hs.153504
ENSG00000141198	Hs.579318
ENSG00000141198	Hs.733867
ENSG00000141200	Hs.744513
ENSG00000141200	Hs.745559
ENSG00000141219	Hs.12929
ENSG00000141232	Hs.744946
ENSG00000141252	Hs.461819
ENSG00000141252	Hs.594232
ENSG00000141252	Hs.627072
ENSG00000141252	Hs.655880
ENSG00000141252	Hs.691997
ENSG00000141255	Hs.351068
ENSG00000141258	Hs.513861
ENSG00000141258	Hs.641345
ENSG00000141258	Hs.739300
ENSG00000141279	Hs.443837
ENSG00000141279	Hs.692439
ENSG00000141279	Hs.745021
ENSG00000141293	Hs.316931
ENSG00000141294	Hs.130767
ENSG00000141295	Hs.239718
ENSG00000141298	Hs.654754
ENSG00000141314	Hs.655027
ENSG00000141316	Hs.434112
ENSG00000141337	Hs.437249
ENSG00000141337	Hs.605017
ENSG00000141338	Hs.58351
ENSG00000141338	Hs.606204
ENSG00000141349	Hs.294005
ENSG00000141367	Hs.491351
ENSG00000141371	Hs.129312
ENSG00000141376	Hs.655028
ENSG00000141376	Hs.735646
ENSG00000141376	Hs.735912
ENSG00000141378	Hs.12677
ENSG00000141380	Hs.129261
ENSG00000141380	Hs.604782
ENSG00000141384	Hs.369519
ENSG00000141384	Hs.604391
ENSG00000141385	Hs.627262
ENSG00000141385	Hs.726355
ENSG00000141385	Hs.732812
ENSG00000141391	Hs.514718
ENSG00000141404	Hs.136295
ENSG00000141404	Hs.741448
ENSG00000141424	Hs.744368
ENSG00000141424	Hs.79136
ENSG00000141425	Hs.464912
ENSG00000141425	Hs.615695
ENSG00000141425	Hs.645628
ENSG00000141425	Hs.668462
ENSG00000141428	Hs.37883
ENSG00000141428	Hs.735673
ENSG00000141429	Hs.514806
ENSG00000141429	Hs.602559
ENSG00000141429	Hs.608604
ENSG00000141429	Hs.667695
ENSG00000141431	Hs.4267
ENSG00000141431	Hs.464876
ENSG00000141431	Hs.592825
ENSG00000141431	Hs.608090
ENSG00000141433	Hs.601948
ENSG00000141433	Hs.700116
ENSG00000141434	Hs.194777
ENSG00000141437	Hs.567708
ENSG00000141441	Hs.444314
ENSG00000141441	Hs.603239
ENSG00000141441	Hs.609583
ENSG00000141446	Hs.464733
ENSG00000141446	Hs.621074
ENSG00000141447	Hs.370725
ENSG00000141447	Hs.602883
ENSG00000141447	Hs.736788
ENSG00000141448	Hs.514746
ENSG00000141449	Hs.149020
ENSG00000141449	Hs.171965
ENSG00000141449	Hs.579472
ENSG00000141449	Hs.612543
ENSG00000141456	Hs.744899
ENSG00000141458	Hs.691290
ENSG00000141458	Hs.715623
ENSG00000141469	Hs.101307
ENSG00000141469	Hs.600667
ENSG00000141480	Hs.435811
ENSG00000141485	Hs.399496
ENSG00000141485	Hs.611809
ENSG00000141497	Hs.47223
ENSG00000141497	Hs.742549
ENSG00000141499	Hs.408312
ENSG00000141499	Hs.735124
ENSG00000141503	Hs.443417
ENSG00000141504	Hs.10846
ENSG00000141505	Hs.12056
ENSG00000141505	Hs.731669
ENSG00000141506	Hs.738684
ENSG00000141510	Hs.437460
ENSG00000141510	Hs.743051
ENSG00000141519	Hs.202542
ENSG00000141519	Hs.690836
ENSG00000141522	Hs.159161
ENSG00000141524	Hs.632227
ENSG00000141524	Hs.675052
ENSG00000141526	Hs.500761
ENSG00000141526	Hs.641748
ENSG00000141527	Hs.696253
ENSG00000141527	Hs.738929
ENSG00000141527	Hs.739340
ENSG00000141540	Hs.27935
ENSG00000141542	Hs.484068
ENSG00000141542	Hs.50925
ENSG00000141543	Hs.389649
ENSG00000141543	Hs.705854
ENSG00000141551	Hs.685085
ENSG00000141556	Hs.464391
ENSG00000141562	Hs.256526
ENSG00000141564	Hs.133044
ENSG00000141568	Hs.591140
ENSG00000141568	Hs.625927
ENSG00000141568	Hs.629032
ENSG00000141568	Hs.645166
ENSG00000141568	Hs.713802
ENSG00000141568	Hs.718313
ENSG00000141569	Hs.189823
ENSG00000141570	Hs.335362
ENSG00000141570	Hs.387258
ENSG00000141570	Hs.684138
ENSG00000141574	Hs.558009
ENSG00000141576	Hs.500643
ENSG00000141579	Hs.653124
ENSG00000141579	Hs.662762
ENSG00000141580	Hs.132161
ENSG00000141580	Hs.595200
ENSG00000141582	Hs.405046
ENSG00000141582	Hs.745327
ENSG00000141622	Hs.501114
ENSG00000141622	Hs.617900
ENSG00000141622	Hs.633120
ENSG00000141627	Hs.162996
ENSG00000141627	Hs.594421
ENSG00000141627	Hs.712287
ENSG00000141639	Hs.433728
ENSG00000141642	Hs.657360
ENSG00000141642	Hs.666377
ENSG00000141644	Hs.405610
ENSG00000141644	Hs.732970
ENSG00000141646	Hs.610854
ENSG00000141646	Hs.621831
ENSG00000141646	Hs.707908
ENSG00000141646	Hs.75862
ENSG00000141655	Hs.204044
ENSG00000141655	Hs.598412
ENSG00000141655	Hs.621477
ENSG00000141664	Hs.114191
ENSG00000141664	Hs.604374
ENSG00000141664	Hs.609515
ENSG00000141664	Hs.676516
ENSG00000141664	Hs.714637
ENSG00000141664	Hs.733355
ENSG00000141664	Hs.734465
ENSG00000141665	Hs.664011
ENSG00000141665	Hs.734532
ENSG00000141668	Hs.569851
ENSG00000141668	Hs.666273
ENSG00000141682	Hs.622958
ENSG00000141682	Hs.96
ENSG00000141696	Hs.446459
ENSG00000141698	Hs.237536
ENSG00000141698	Hs.624784
ENSG00000141699	Hs.632262
ENSG00000141699	Hs.698491
ENSG00000141736	Hs.446352
ENSG00000141738	Hs.737212
ENSG00000141738	Hs.86859
ENSG00000141741	Hs.333526
ENSG00000141744	Hs.1892
ENSG00000141748	Hs.568007
ENSG00000141750	Hs.145068
ENSG00000141753	Hs.462998
ENSG00000141756	Hs.463035
ENSG00000141756	Hs.602552
ENSG00000141837	Hs.501632
ENSG00000141837	Hs.729638
ENSG00000141858	Hs.625466
ENSG00000141858	Hs.626403
ENSG00000141867	Hs.187763
ENSG00000141867	Hs.594448
ENSG00000141867	Hs.610415
ENSG00000141867	Hs.744067
ENSG00000141873	Hs.515046
ENSG00000141905	Hs.170131
ENSG00000141905	Hs.560695
ENSG00000141905	Hs.569985
ENSG00000141933	Hs.630076
ENSG00000141934	Hs.465506
ENSG00000141934	Hs.627565
ENSG00000141946	Hs.348622
ENSG00000141956	Hs.473893
ENSG00000141956	Hs.710843
ENSG00000141956	Hs.726680
ENSG00000141959	Hs.255093
ENSG00000141965	Hs.515082
ENSG00000141965	Hs.562839
ENSG00000141965	Hs.594946
ENSG00000141968	Hs.116237
ENSG00000141971	Hs.515243
ENSG00000141977	Hs.255432
ENSG00000141985	Hs.97616
ENSG00000141994	Hs.284297
ENSG00000142002	Hs.515081
ENSG00000142025	Hs.350507
ENSG00000142025	Hs.629473
ENSG00000142039	Hs.437497
ENSG00000142046	Hs.622329
ENSG00000142046	Hs.709417
ENSG00000142065	Hs.35524
ENSG00000142082	Hs.716456
ENSG00000142082	Hs.738004
ENSG00000142102	Hs.353181
ENSG00000142149	Hs.109437
ENSG00000142149	Hs.601081
ENSG00000142156	Hs.474053
ENSG00000142166	Hs.529400
ENSG00000142166	Hs.599565
ENSG00000142166	Hs.627081
ENSG00000142173	Hs.420269
ENSG00000142178	Hs.700423
ENSG00000142182	Hs.592165
ENSG00000142185	Hs.369759
ENSG00000142186	Hs.238839
ENSG00000142188	Hs.433668
ENSG00000142188	Hs.735404
ENSG00000142192	Hs.434980
ENSG00000142192	Hs.713750
ENSG00000142197	Hs.204575
ENSG00000142207	Hs.473611
ENSG00000142208	Hs.525622
ENSG00000142208	Hs.690497
ENSG00000142224	Hs.661017
ENSG00000142227	Hs.609040
ENSG00000142230	Hs.620309
ENSG00000142233	Hs.326217
ENSG00000142235	Hs.207426
ENSG00000142252	Hs.466919
ENSG00000142252	Hs.619175
ENSG00000142273	Hs.466907
ENSG00000142279	Hs.466485
ENSG00000142279	Hs.585010
ENSG00000142279	Hs.635311
ENSG00000142303	Hs.657508
ENSG00000142319	Hs.406
ENSG00000142327	Hs.5345
ENSG00000142327	Hs.95141
ENSG00000142330	Hs.728234
ENSG00000142347	Hs.465818
ENSG00000142396	Hs.739944
ENSG00000142405	Hs.631573
ENSG00000142408	Hs.631595
ENSG00000142409	Hs.397153
ENSG00000142444	Hs.579787
ENSG00000142444	Hs.600537
ENSG00000142449	Hs.370362
ENSG00000142453	Hs.323213
ENSG00000142453	Hs.734431
ENSG00000142459	Hs.26870
ENSG00000142494	Hs.232054
ENSG00000142494	Hs.603255
ENSG00000142511	Hs.515555
ENSG00000142513	Hs.293394
ENSG00000142515	Hs.171995
ENSG00000142515	Hs.600536
ENSG00000142528	Hs.440553
ENSG00000142530	Hs.448941
ENSG00000142534	Hs.731623
ENSG00000142538	Hs.339845
ENSG00000142541	Hs.631728
ENSG00000142544	Hs.148425
ENSG00000142546	Hs.7236
ENSG00000142549	Hs.546636
ENSG00000142552	Hs.567550
ENSG00000142552	Hs.637072
ENSG00000142556	Hs.292336
ENSG00000142583	Hs.530003
ENSG00000142599	Hs.463041
ENSG00000142599	Hs.700009
ENSG00000142599	Hs.701637
ENSG00000142609	Hs.232092
ENSG00000142609	Hs.259619
ENSG00000142611	Hs.99500
ENSG00000142615	Hs.631866
ENSG00000142619	Hs.149195
ENSG00000142621	Hs.659997
ENSG00000142621	Hs.719805
ENSG00000142621	Hs.734929
ENSG00000142623	Hs.412941
ENSG00000142627	Hs.171596
ENSG00000142632	Hs.591532
ENSG00000142634	Hs.465374
ENSG00000142634	Hs.593092
ENSG00000142655	Hs.149983
ENSG00000142657	Hs.464071
ENSG00000142661	Hs.523413
ENSG00000142669	Hs.109051
ENSG00000142675	Hs.16232
ENSG00000142677	Hs.110915
ENSG00000142686	Hs.112023
ENSG00000142687	Hs.456507
ENSG00000142687	Hs.683078
ENSG00000142687	Hs.708911
ENSG00000142698	Hs.194610
ENSG00000142700	Hs.334481
ENSG00000142700	Hs.591427
ENSG00000142731	Hs.172052
ENSG00000142731	Hs.595187
ENSG00000142731	Hs.604902
ENSG00000142733	Hs.194694
ENSG00000142748	Hs.627093
ENSG00000142751	Hs.648440
ENSG00000142784	Hs.469154
ENSG00000142784	Hs.595963
ENSG00000142784	Hs.706470
ENSG00000142794	Hs.325422
ENSG00000142794	Hs.733254
ENSG00000142798	Hs.562227
ENSG00000142864	Hs.608209
ENSG00000142864	Hs.610775
ENSG00000142864	Hs.667088
ENSG00000142864	Hs.744650
ENSG00000142867	Hs.193516
ENSG00000142867	Hs.618972
ENSG00000142871	Hs.8867
ENSG00000142875	Hs.487325
ENSG00000142875	Hs.692873
ENSG00000142892	Hs.178305
ENSG00000142920	Hs.101807
ENSG00000142945	Hs.720061
ENSG00000142945	Hs.733568
ENSG00000142949	Hs.272062
ENSG00000142959	Hs.302513
ENSG00000142961	Hs.632401
ENSG00000142973	Hs.436317
ENSG00000142973	Hs.738634
ENSG00000143001	Hs.663950
ENSG00000143006	Hs.131654
ENSG00000143013	Hs.436792
ENSG00000143013	Hs.593530
ENSG00000143028	Hs.528366
ENSG00000143032	Hs.212483
ENSG00000143032	Hs.451956
ENSG00000143033	Hs.31016
ENSG00000143033	Hs.604571
ENSG00000143033	Hs.613142
ENSG00000143033	Hs.743474
ENSG00000143033	Hs.745145
ENSG00000143036	Hs.483423
ENSG00000143061	Hs.171057
ENSG00000143067	Hs.381105
ENSG00000143079	Hs.744100
ENSG00000143093	Hs.584996
ENSG00000143093	Hs.630040
ENSG00000143105	Hs.248140
ENSG00000143106	Hs.485246
ENSG00000143106	Hs.619646
ENSG00000143106	Hs.624645
ENSG00000143106	Hs.720641
ENSG00000143107	Hs.258253
ENSG00000143110	Hs.288010
ENSG00000143119	Hs.443057
ENSG00000143125	Hs.514793
ENSG00000143125	Hs.614442
ENSG00000143126	Hs.57652
ENSG00000143126	Hs.605736
ENSG00000143126	Hs.622491
ENSG00000143127	Hs.158237
ENSG00000143147	Hs.271809
ENSG00000143149	Hs.2533
ENSG00000143149	Hs.618529
ENSG00000143153	Hs.291196
ENSG00000143153	Hs.732568
ENSG00000143153	Hs.733038
ENSG00000143156	Hs.706952
ENSG00000143157	Hs.432752
ENSG00000143157	Hs.559612
ENSG00000143157	Hs.622240
ENSG00000143157	Hs.743738
