Ensembl ID	RefSeq_mRNA_predicted ID
ENSG00000185303	NM_001098668
ENSG00000185303	XM_005270128
ENSG00000185303	XM_005270129
ENSG00000185303	XM_005270131
ENSG00000185303	XM_005270132
ENSG00000185304	NM_001078170
ENSG00000185304	XM_005264312
ENSG00000185304	XM_005264313
ENSG00000185305	NM_019087
ENSG00000185305	XM_005248549
ENSG00000185305	XM_005248550
ENSG00000185306	NM_001099676
ENSG00000185306	NM_001170633
ENSG00000185313	NM_001293306
ENSG00000185313	NM_006514
ENSG00000185313	XM_005265371
ENSG00000185324	NM_001098533
ENSG00000185324	NM_001160367
ENSG00000185324	NM_052987
ENSG00000185324	NM_052988
ENSG00000185324	XM_006721308
ENSG00000185324	XM_006721309
ENSG00000185324	XM_006721310
ENSG00000185324	XM_006721312
ENSG00000185324	XM_006721313
ENSG00000185324	XM_006721314
ENSG00000185324	XM_006721315
ENSG00000185324	XM_006721316
ENSG00000185324	XM_006721317
ENSG00000185332	NM_178520
ENSG00000185338	NM_003745
ENSG00000185339	NM_000355
ENSG00000185339	NM_001184726
ENSG00000185340	NM_001278730
ENSG00000185340	NM_006478
ENSG00000185340	NM_152236
ENSG00000185344	NM_012463
ENSG00000185344	XM_006719317
ENSG00000185344	XM_006719318
ENSG00000185345	NM_004562
ENSG00000185345	NM_013987
ENSG00000185345	NM_013988
ENSG00000185347	NM_001134875
ENSG00000185347	NM_001134876
ENSG00000185347	NM_001134877
ENSG00000185347	NM_001198983
ENSG00000185352	NM_153456
ENSG00000185352	XM_003846570
ENSG00000185359	NM_004712
ENSG00000185359	XM_005257794
ENSG00000185361	NM_001167942
ENSG00000185361	NM_152362
ENSG00000185372	NM_001258283
ENSG00000185379	NM_001142571
ENSG00000185379	NM_002878
ENSG00000185379	NM_133629
ENSG00000185385	NM_030901
ENSG00000185386	NM_002751
ENSG00000185404	NM_138402
ENSG00000185404	XM_006712854
ENSG00000185404	XM_006712855
ENSG00000185404	XM_006712857
ENSG00000185414	NM_145212
ENSG00000185418	NM_152334
ENSG00000185418	XM_006720387
ENSG00000185420	NM_001167740
ENSG00000185420	NM_022743
ENSG00000185420	XM_005273228
ENSG00000185432	NM_014033
ENSG00000185432	XM_006719332
ENSG00000185433	NR_024027
ENSG00000185436	NM_170743
ENSG00000185436	NM_173064
ENSG00000185436	NM_173065
ENSG00000185436	XM_006710394
ENSG00000185437	NM_001001713
ENSG00000185437	NM_007341
ENSG00000185437	XM_005261023
ENSG00000185437	XM_006724041
ENSG00000185437	XM_006724042
ENSG00000185442	NM_207446
ENSG00000185448	NM_203408
ENSG00000185453	NM_199341
ENSG00000185453	XM_005259449
ENSG00000185453	XM_006723204
ENSG00000185453	XM_006723205
ENSG00000185467	NM_001145715
ENSG00000185467	XM_006715987
ENSG00000185475	NM_199337
ENSG00000185475	NR_106806
ENSG00000185475	XM_005273982
ENSG00000185477	NM_198281
ENSG00000185477	XM_005262936
ENSG00000185477	XM_005262937
ENSG00000185479	NM_005555
ENSG00000185480	NM_017915
ENSG00000185482	NM_001286256
ENSG00000185482	NM_001286257
ENSG00000185482	NM_145064
ENSG00000185483	NM_001083592
ENSG00000185483	NM_005012
ENSG00000185485	NR_003264
ENSG00000185495	NR_027269
ENSG00000185495	XR_159115
ENSG00000185495	XR_426922
ENSG00000185495	XR_431358
ENSG00000185499	NM_001018016
ENSG00000185499	NM_001018017
ENSG00000185499	NM_001044390
ENSG00000185499	NM_001044391
ENSG00000185499	NM_001044392
ENSG00000185499	NM_001044393
ENSG00000185499	NM_001204285
ENSG00000185499	NM_001204286
ENSG00000185499	NM_001204287
ENSG00000185499	NM_001204288
ENSG00000185499	NM_001204289
ENSG00000185499	NM_001204290
ENSG00000185499	NM_001204291
ENSG00000185499	NM_001204292
ENSG00000185499	NM_001204293
ENSG00000185499	NM_001204294
ENSG00000185499	NM_001204295
ENSG00000185499	NM_001204296
ENSG00000185499	NM_001204297
ENSG00000185499	NM_002456
ENSG00000185504	NM_025161
ENSG00000185507	NM_001572
ENSG00000185507	NM_004029
ENSG00000185507	NM_004031
ENSG00000185507	XM_005252906
ENSG00000185507	XM_005252907
ENSG00000185507	XM_005252909
ENSG00000185507	XM_006725137
ENSG00000185507	XM_006725138
ENSG00000185513	NM_015478
ENSG00000185513	NM_032107
ENSG00000185515	NM_001018055
ENSG00000185515	NM_001242640
ENSG00000185515	NM_024332
ENSG00000185515	XM_005274749
ENSG00000185515	XM_005274751
ENSG00000185515	XM_006724846
ENSG00000185518	NM_001167580
ENSG00000185518	NM_014848
ENSG00000185518	XM_005254997
ENSG00000185518	XM_005254998
ENSG00000185519	NM_182623
ENSG00000185519	XM_006710615
ENSG00000185522	NM_173573
ENSG00000185522	XM_006718174
ENSG00000185523	NM_001024601
ENSG00000185527	NM_002602
ENSG00000185527	NR_026872
ENSG00000185527	XM_006721942
ENSG00000185532	NM_001098512
ENSG00000185532	NM_006258
ENSG00000185532	XM_005269971
ENSG00000185532	XM_005269972
ENSG00000185551	NM_001145155
ENSG00000185551	NM_001145156
ENSG00000185551	NM_001145157
ENSG00000185551	NM_021005
ENSG00000185559	NM_003836
ENSG00000185561	NM_001164407
ENSG00000185565	NM_002338
ENSG00000185567	NM_138420
ENSG00000185567	XM_005267299
ENSG00000185585	NM_001282715
ENSG00000185585	NM_182487
ENSG00000185585	XM_005251759
ENSG00000185585	XM_006716989
ENSG00000185591	NM_001251825
ENSG00000185591	NM_003109
ENSG00000185591	NM_138473
ENSG00000185591	XM_006719570
ENSG00000185591	XM_006719571
ENSG00000185594	NM_173499
ENSG00000185596	XR_426572
ENSG00000185608	NM_003776
ENSG00000185610	NM_001004329
ENSG00000185614	NM_203370
ENSG00000185615	NM_006849
ENSG00000185619	NM_006315
ENSG00000185619	XM_005272250
ENSG00000185621	NM_001136049
ENSG00000185621	NM_033029
ENSG00000185624	NM_000918
ENSG00000185627	NM_002817
ENSG00000185627	NM_175932
ENSG00000185630	NM_001204961
ENSG00000185630	NM_001204963
ENSG00000185630	NM_002585
ENSG00000185630	XM_005245228
ENSG00000185630	XM_005245229
ENSG00000185630	XM_005245230
ENSG00000185630	XM_006711347
ENSG00000185633	NM_020142
ENSG00000185633	XM_005269034
ENSG00000185634	NM_203349
ENSG00000185634	XM_005254375
ENSG00000185634	XM_006720503
ENSG00000185640	NM_175834
ENSG00000185650	NM_001244698
ENSG00000185650	NM_001244701
ENSG00000185650	NM_004926
ENSG00000185651	NM_001256355
ENSG00000185651	NM_001256356
ENSG00000185651	NM_003347
ENSG00000185651	NR_046082
ENSG00000185652	NM_001102654
ENSG00000185652	NM_002527
ENSG00000185658	NM_001007246
ENSG00000185658	NM_018963
ENSG00000185658	NM_033656
ENSG00000185662	NM_001289970
ENSG00000185664	NM_001200053
ENSG00000185664	NM_001200054
ENSG00000185664	NM_006928
ENSG00000185664	XM_006719568
ENSG00000185664	XM_006719569
ENSG00000185666	NM_001135774
ENSG00000185666	NM_003490
ENSG00000185666	NM_133633
ENSG00000185668	NM_002699
ENSG00000185669	NM_178310
ENSG00000185670	NM_024784
ENSG00000185674	NM_175735
ENSG00000185674	XM_006712395
ENSG00000185681	NM_001286828
ENSG00000185681	NM_198469
ENSG00000185681	XM_006717034
ENSG00000185684	NR_003290
ENSG00000185686	NM_001291715
ENSG00000185686	NM_001291716
ENSG00000185686	NM_006115
ENSG00000185686	NM_206953
ENSG00000185686	NM_206954
ENSG00000185686	NM_206955
ENSG00000185686	NM_206956
ENSG00000185689	NM_001085401
ENSG00000185697	NM_001080416
ENSG00000185697	NM_001144755
ENSG00000185697	XM_006716450
ENSG00000185697	XM_006716452
ENSG00000185700	NR_001533
ENSG00000185700	NR_003591
ENSG00000185716	NM_001164579
ENSG00000185716	XM_006726612
ENSG00000185721	NM_004147
ENSG00000185722	NM_001257999
ENSG00000185722	NM_016376
ENSG00000185722	XM_005256679
ENSG00000185728	NM_001277813
ENSG00000185728	NM_001277814
ENSG00000185728	NM_001277815
ENSG00000185728	NM_001277816
ENSG00000185728	NM_001277817
ENSG00000185728	NM_001277818
ENSG00000185728	NM_152758
ENSG00000185730	NM_030895
ENSG00000185736	NM_018702
ENSG00000185737	NM_001010848
ENSG00000185737	NM_001165972
ENSG00000185737	NM_001165973
ENSG00000185739	NM_001098814
ENSG00000185742	NM_207645
ENSG00000185742	XM_005271544
ENSG00000185745	NM_001270927
ENSG00000185745	NM_001270928
ENSG00000185745	NM_001270929
ENSG00000185745	NM_001270930
ENSG00000185745	NM_001548
ENSG00000185753	NM_144970
ENSG00000185758	NM_001185149
ENSG00000185760	NM_001160130
ENSG00000185760	NM_001160132
ENSG00000185760	NM_001160133
ENSG00000185760	NM_001160134
ENSG00000185760	NM_019842
ENSG00000185761	NM_213604
ENSG00000185761	XM_005259549
ENSG00000185761	XM_006722739
ENSG00000185774	NM_001035003
ENSG00000185774	NM_001035004
ENSG00000185774	NM_025221
ENSG00000185774	NM_147181
ENSG00000185774	NM_147182
ENSG00000185774	NM_147183
ENSG00000185774	XM_005248190
ENSG00000185775	NM_001145196
ENSG00000185787	NM_001265603
ENSG00000185787	NM_001265604
ENSG00000185787	NM_001265605
ENSG00000185787	NM_006791
ENSG00000185787	NM_206839
ENSG00000185792	NM_176820
ENSG00000185792	XM_005258848
ENSG00000185798	NM_182627
ENSG00000185798	XM_005269319
ENSG00000185798	XM_005269320
ENSG00000185800	NM_004943
ENSG00000185803	NM_001253815
ENSG00000185803	NM_001253816
ENSG00000185803	NM_024531
ENSG00000185803	XM_006716658
ENSG00000185803	XM_006716659
ENSG00000185803	XM_006716660
ENSG00000185808	NM_153681
ENSG00000185808	NM_153682
ENSG00000185808	XM_005260990
ENSG00000185808	XM_006724010
ENSG00000185811	NM_001220765
ENSG00000185811	NM_001220766
ENSG00000185811	NM_001220767
ENSG00000185811	NM_001220768
ENSG00000185811	NM_001220769
ENSG00000185811	NM_001220770
ENSG00000185811	NM_001220771
ENSG00000185811	NM_001220772
ENSG00000185811	NM_001220773
ENSG00000185811	NM_001220774
ENSG00000185811	NM_001220775
ENSG00000185811	NM_001220776
ENSG00000185811	NM_001291838
ENSG00000185811	NM_001291839
ENSG00000185811	NM_001291840
ENSG00000185811	NM_001291841
ENSG00000185811	NM_001291842
ENSG00000185811	NM_001291843
ENSG00000185811	NM_001291844
ENSG00000185811	NM_001291845
ENSG00000185811	NM_006060
ENSG00000185813	NM_001184917
ENSG00000185813	NM_001256433
ENSG00000185813	NM_001256434
ENSG00000185813	NM_001256435
ENSG00000185813	NM_001282203
ENSG00000185813	NM_001282204
ENSG00000185813	NM_002861
ENSG00000185818	NM_178557
ENSG00000185818	XM_006710156
ENSG00000185821	NM_001005183
ENSG00000185823	NM_018958
ENSG00000185825	NM_001139441
ENSG00000185825	NM_001139457
ENSG00000185825	NM_001256447
ENSG00000185825	NM_005745
ENSG00000185829	NM_001113738
ENSG00000185829	NM_001288811
ENSG00000185829	NM_001288812
ENSG00000185829	NM_001288813
ENSG00000185829	NM_016632
ENSG00000185829	XM_005257439
ENSG00000185829	XM_005257440
ENSG00000185829	XM_005257441
ENSG00000185837	NR_024482
ENSG00000185837	NR_024483
ENSG00000185838	NM_053004
ENSG00000185839	XR_246248
ENSG00000185842	NM_001145154
ENSG00000185842	NM_001373
ENSG00000185842	NM_144989
ENSG00000185847	NR_036513
ENSG00000185860	NM_178550
ENSG00000185860	XM_005245125
ENSG00000185860	XM_005245126
ENSG00000185860	XM_006711289
ENSG00000185862	NM_006495
ENSG00000185862	XM_005257946
ENSG00000185863	NM_001282477
ENSG00000185864	NM_130464
ENSG00000185864	XM_006726610
ENSG00000185869	NM_001037232
ENSG00000185869	NM_001171979
ENSG00000185869	XM_005258876
ENSG00000185869	XR_424304
ENSG00000185869	XR_425452
ENSG00000185869	XR_426654
ENSG00000185869	XR_429022
ENSG00000185869	XR_432774
ENSG00000185873	NM_182502
ENSG00000185875	NM_024838
ENSG00000185875	XM_005252597
ENSG00000185880	NM_001301145
ENSG00000185880	NM_001301146
ENSG00000185880	NM_080745
ENSG00000185880	NM_182985
ENSG00000185880	NR_125376
ENSG00000185880	XM_006720392
ENSG00000185883	NM_001198569
ENSG00000185883	NM_001694
ENSG00000185885	NM_003641
ENSG00000185888	NM_183062
ENSG00000185894	NM_001002760
ENSG00000185894	NM_001002761
ENSG00000185894	NM_004678
ENSG00000185896	NM_005561
ENSG00000185897	NM_005304
ENSG00000185899	NM_177437
ENSG00000185900	NM_001277971
ENSG00000185900	NM_032237
ENSG00000185904	NR_026827
ENSG00000185905	NM_175900
ENSG00000185905	XM_006726625
ENSG00000185909	NM_173546
ENSG00000185909	XM_005264938
ENSG00000185915	NM_153270
ENSG00000185917	NM_001007259
ENSG00000185917	NM_001007261
ENSG00000185917	NM_001286752
ENSG00000185917	NM_017438
ENSG00000185917	NR_040087
ENSG00000185917	XM_005260999
ENSG00000185917	XM_005261000
ENSG00000185917	XM_005261003
ENSG00000185917	XM_006724021
ENSG00000185917	XM_006724023
ENSG00000185920	NM_000264
ENSG00000185920	NM_001083602
ENSG00000185920	NM_001083603
ENSG00000185920	NM_001083604
ENSG00000185920	NM_001083605
ENSG00000185920	NM_001083606
ENSG00000185920	NM_001083607
ENSG00000185920	XM_005252102
ENSG00000185924	NM_178568
ENSG00000185926	NM_001004703
ENSG00000185928	NM_024516
ENSG00000185933	NM_001001412
ENSG00000185940	NM_001001480
ENSG00000185942	NM_173688
ENSG00000185946	NM_017619
ENSG00000185947	NM_001265588
ENSG00000185947	NM_003414
ENSG00000185950	NM_003749
ENSG00000185955	NM_001004323
ENSG00000185958	NM_001145475
ENSG00000185958	XM_006719231
ENSG00000185960	NM_000451
ENSG00000185960	NM_006883
ENSG00000185962	NM_178431
ENSG00000185963	NM_001003800
ENSG00000185963	NM_015250
ENSG00000185966	NM_178435
ENSG00000185972	NM_005893
ENSG00000185973	NM_001184797
ENSG00000185973	NM_018196
ENSG00000185973	XR_247318
ENSG00000185974	NM_002929
ENSG00000185982	NM_001037732
ENSG00000185985	NM_001144003
ENSG00000185985	NM_001144004
ENSG00000185985	NM_001144005
ENSG00000185985	NM_001144006
ENSG00000185985	NM_001144008
ENSG00000185985	NM_001144009
ENSG00000185985	NM_001144010
ENSG00000185985	NM_032539
ENSG00000185985	XM_005262342
ENSG00000185985	XM_005262343
ENSG00000185985	XM_005262344
ENSG00000185985	XM_005262345
ENSG00000185985	XM_005262346
ENSG00000185988	NM_001243079
ENSG00000185989	NM_007368
ENSG00000185989	XM_005266196
ENSG00000186001	NM_032773
ENSG00000186001	XM_005269362
ENSG00000186001	XM_005269363
ENSG00000186001	XM_005269365
ENSG00000186001	XM_005269367
ENSG00000186001	XM_006713791
ENSG00000186001	XR_424571
ENSG00000186001	XR_429440
ENSG00000186001	XR_433050
ENSG00000186007	NM_001001552
ENSG00000186007	NM_001199050
ENSG00000186007	NM_001199051
ENSG00000186007	NM_001199052
ENSG00000186007	NR_037583
ENSG00000186007	XM_006711632
ENSG00000186009	NM_000705
ENSG00000186010	NM_015965
ENSG00000186017	NM_001145343
ENSG00000186017	NM_001145344
ENSG00000186017	NM_001145345
ENSG00000186017	NM_001300970
ENSG00000186017	NM_032838
ENSG00000186017	XM_005259356
ENSG00000186017	XM_006723447
ENSG00000186017	XM_006723448
ENSG00000186019	NR_033341
ENSG00000186020	NM_001145649
ENSG00000186020	NM_001145650
ENSG00000186020	NM_020951
ENSG00000186020	NR_027239
ENSG00000186020	XM_006723302
ENSG00000186020	XM_006723303
ENSG00000186026	NM_001037813
ENSG00000186026	XM_005258859
ENSG00000186026	XM_006723187
ENSG00000186038	NM_001256613
ENSG00000186038	NM_001256614
ENSG00000186038	NM_182589
ENSG00000186038	NM_198313
ENSG00000186038	NM_198314
ENSG00000186047	NM_198989
ENSG00000186047	XM_005266286
ENSG00000186049	NM_175068
ENSG00000186051	NM_005421
ENSG00000186056	NR_034182
ENSG00000186063	NM_022831
ENSG00000186073	NM_001130010
ENSG00000186073	NM_001290232
ENSG00000186073	NM_032499
ENSG00000186074	NM_001289082
ENSG00000186074	NM_001289083
ENSG00000186074	NM_001289084
ENSG00000186074	NM_001289085
ENSG00000186074	NM_001289086
ENSG00000186074	NM_001289087
ENSG00000186074	NM_139018
ENSG00000186075	NM_198844
ENSG00000186075	NM_199321
ENSG00000186075	XM_005257031
ENSG00000186081	NM_000424
ENSG00000186086	NM_001143987
ENSG00000186086	NM_001143988
ENSG00000186086	XM_005271144
ENSG00000186088	NM_017439
ENSG00000186088	XM_005250448
ENSG00000186088	XM_005250449
ENSG00000186090	NM_001145143
ENSG00000186090	NM_001163646
ENSG00000186090	NM_182537
ENSG00000186092	NM_001005484
ENSG00000186094	NM_032785
ENSG00000186103	NM_001012659
ENSG00000186103	XM_005247505
ENSG00000186104	NM_024514
ENSG00000186104	XM_005252790
ENSG00000186104	XM_005252791
ENSG00000186105	NM_181506
ENSG00000186106	NM_001270377
ENSG00000186106	NM_001270378
ENSG00000186106	NM_001270379
ENSG00000186106	NM_198401
ENSG00000186106	XM_006716509
ENSG00000186111	NM_001195733
ENSG00000186111	NM_001300849
ENSG00000186111	NM_012398
ENSG00000186111	XM_005259523
ENSG00000186111	XR_430133
ENSG00000186113	NM_001004735
ENSG00000186115	NM_001082
ENSG00000186117	NM_001004738
ENSG00000186118	NM_001145474
ENSG00000186118	NM_001300863
ENSG00000186118	NM_001300864
ENSG00000186118	XM_005270845
ENSG00000186118	XM_006710628
ENSG00000186119	NM_001001952
ENSG00000186130	NM_006626
ENSG00000186132	NM_001017927
ENSG00000186132	XM_005263595
ENSG00000186136	NM_181429
ENSG00000186141	NM_006468
ENSG00000186141	XM_005277333
ENSG00000186141	XR_428195
ENSG00000186141	XR_432171
ENSG00000186143	NM_178553
ENSG00000186146	NM_001040448
ENSG00000186148	NR_027142
ENSG00000186148	NR_027143
ENSG00000186150	NM_203412
ENSG00000186153	NM_016373
ENSG00000186153	NM_130791
ENSG00000186153	NM_130844
ENSG00000186153	NR_120436
ENSG00000186153	XM_006721195
ENSG00000186160	NM_178134
ENSG00000186162	NR_002786
ENSG00000186163	NR_036483
ENSG00000186166	NM_198489
ENSG00000186174	NM_182557
ENSG00000186174	XM_005271511
ENSG00000186174	XM_005271512
ENSG00000186174	XM_005271513
ENSG00000186174	XM_006718815
ENSG00000186184	NM_001206559
ENSG00000186184	NM_015972
ENSG00000186184	NM_152705
ENSG00000186184	XM_005266412
ENSG00000186184	XM_005266414
ENSG00000186185	NM_001264573
ENSG00000186185	NM_001265577
ENSG00000186185	XM_005257077
ENSG00000186187	NM_032268
ENSG00000186188	NM_001195755
ENSG00000186188	NM_181745
ENSG00000186190	NM_182658
ENSG00000186191	NM_182519
ENSG00000186193	NM_178448
ENSG00000186197	NM_080738
ENSG00000186197	NM_145861
ENSG00000186198	NM_178859
ENSG00000186198	XM_005254159
ENSG00000186204	NM_023944
ENSG00000186204	NR_117085
ENSG00000186204	XM_005260038
ENSG00000186205	NM_022746
ENSG00000186207	NM_178438
ENSG00000186212	NM_001029870
ENSG00000186222	NM_018366
ENSG00000186226	NM_178353
ENSG00000186230	NM_001023561
ENSG00000186231	NM_001286250
ENSG00000186231	NM_001286251
ENSG00000186231	NM_001286254
ENSG00000186231	NM_052904
ENSG00000186231	XM_005266812
ENSG00000186231	XM_005266813
ENSG00000186231	XM_005266814
ENSG00000186231	XM_005266815
ENSG00000186235	NR_026925
ENSG00000186235	NR_026926
ENSG00000186260	NM_014048
ENSG00000186260	XM_005255451
ENSG00000186260	XM_005255452
ENSG00000186260	XM_005255453
ENSG00000186260	XM_005255455
ENSG00000186260	XM_005255457
ENSG00000186260	XM_006720908
ENSG00000186260	XM_006720909
ENSG00000186260	XM_006720910
ENSG00000186260	XM_006720911
ENSG00000186260	XM_006720912
ENSG00000186260	XM_006720914
ENSG00000186265	NM_001085357
ENSG00000186265	NM_181780
ENSG00000186265	XM_005247136
ENSG00000186272	NM_006959
ENSG00000186272	XM_006723351
ENSG00000186272	XM_006723352
ENSG00000186280	NM_018039
ENSG00000186281	NM_207328
ENSG00000186281	XM_005263884
ENSG00000186281	XM_006712309
ENSG00000186281	XM_006712310
ENSG00000186283	NM_022371
ENSG00000186288	NM_001012977
ENSG00000186297	NM_000810
ENSG00000186297	NM_001165037
ENSG00000186297	XM_005268258
ENSG00000186297	XM_006720459
ENSG00000186298	NM_001244974
ENSG00000186298	NM_002710
ENSG00000186300	NM_001172775
ENSG00000186300	NM_152791
ENSG00000186306	NM_001004475
ENSG00000186310	NM_004538
ENSG00000186312	NR_026551
ENSG00000186314	NM_138492
ENSG00000186314	NM_182960
ENSG00000186314	NM_205846
ENSG00000186318	NM_001207048
ENSG00000186318	NM_001207049
ENSG00000186318	NM_012104
ENSG00000186318	NM_138971
ENSG00000186318	NM_138972
ENSG00000186318	NM_138973
ENSG00000186326	NM_207391
ENSG00000186329	NM_001164436
ENSG00000186334	NM_001145017
ENSG00000186334	NM_181774
ENSG00000186334	XR_425747
ENSG00000186335	NM_181776
ENSG00000186335	XM_005268377
ENSG00000186340	NM_003247
ENSG00000186350	NM_001291920
ENSG00000186350	NM_002957
ENSG00000186352	NM_181726
ENSG00000186354	NM_001001938
ENSG00000186354	NM_001142413
ENSG00000186364	NM_001012758
ENSG00000186367	NM_001257308
ENSG00000186369	NR_015358
ENSG00000186376	NM_001185063
ENSG00000186376	NM_007131
ENSG00000186376	NR_110381
ENSG00000186376	XM_005262469
ENSG00000186377	NM_178033
ENSG00000186393	NM_181539
ENSG00000186393	XM_005257307
ENSG00000186393	XM_006721864
ENSG00000186395	NM_000421
ENSG00000186395	XM_005257343
ENSG00000186399	NM_001282484
ENSG00000186399	XR_426444
ENSG00000186399	XR_428606
ENSG00000186399	XR_429509
ENSG00000186399	XR_432506
ENSG00000186400	NM_001004477
ENSG00000186407	NM_181449
ENSG00000186409	NM_001080850
ENSG00000186409	XR_429143
ENSG00000186409	XR_432836
ENSG00000186416	NM_001173487
ENSG00000186416	NM_001173488
ENSG00000186416	NM_017544
ENSG00000186416	XM_005262443
ENSG00000186417	NM_181789
ENSG00000186417	XM_006720482
ENSG00000186417	XM_006720483
ENSG00000186431	NM_002000
ENSG00000186431	NM_133269
ENSG00000186431	NM_133271
ENSG00000186431	NM_133272
ENSG00000186431	NM_133273
ENSG00000186431	NM_133274
ENSG00000186431	NM_133277
ENSG00000186431	NM_133278
ENSG00000186431	NM_133279
ENSG00000186432	NM_002268
ENSG00000186439	NM_001256020
ENSG00000186439	NM_001256021
ENSG00000186439	NM_001256022
ENSG00000186439	NM_006073
ENSG00000186439	XM_006715301
ENSG00000186439	XM_006715302
ENSG00000186440	NM_001160325
ENSG00000186442	NM_057088
ENSG00000186442	XM_005268859
ENSG00000186442	XM_006719392
ENSG00000186446	NM_001258280
ENSG00000186446	NM_145044
ENSG00000186448	NM_001024855
ENSG00000186448	NM_006991
ENSG00000186448	XM_005264783
ENSG00000186451	NM_181727
ENSG00000186452	NM_182559
ENSG00000186453	NM_001040710
ENSG00000186458	NM_207469
ENSG00000186462	NM_021963
ENSG00000186466	XR_426389
ENSG00000186468	NM_001025
ENSG00000186469	NM_001243773
ENSG00000186469	NM_001243774
ENSG00000186469	NM_053064
ENSG00000186469	XM_006720173
ENSG00000186470	NM_001197246
ENSG00000186470	NM_001197247
ENSG00000186470	NM_001197248
ENSG00000186470	NM_001197249
ENSG00000186470	NM_007047
ENSG00000186470	XM_006714979
ENSG00000186470	XM_006714981
ENSG00000186470	XM_006714982
ENSG00000186471	NM_001008534
ENSG00000186471	NM_001008535
ENSG00000186471	NM_178813
ENSG00000186472	NM_014510
ENSG00000186472	NM_033026
ENSG00000186472	XM_006715926
ENSG00000186474	NM_019598
ENSG00000186474	NM_145894
ENSG00000186474	NM_145895
ENSG00000186474	XM_005258950
ENSG00000186474	XM_005258951
ENSG00000186479	NM_001029875
ENSG00000186479	NM_001271890
ENSG00000186479	NM_001271891
ENSG00000186479	NR_073511
ENSG00000186480	NM_005542
ENSG00000186480	NM_198336
ENSG00000186480	NM_198337
ENSG00000186487	NM_015025
ENSG00000186487	XM_006711865
ENSG00000186487	XM_006711866
ENSG00000186487	XM_006711867
ENSG00000186487	XR_424877
ENSG00000186487	XR_424878
ENSG00000186487	XR_430021
ENSG00000186487	XR_433442
ENSG00000186493	NM_001294337
ENSG00000186493	NM_178569
ENSG00000186493	XM_005248256
ENSG00000186496	NM_145756
ENSG00000186496	XM_005258236
ENSG00000186496	XM_005258237
ENSG00000186496	XM_006722432
ENSG00000186501	NM_032125
ENSG00000186509	NM_001005212
ENSG00000186510	NM_001042704
ENSG00000186510	NM_001257139
ENSG00000186510	NM_004070
ENSG00000186510	XM_006710071
ENSG00000186513	NM_001005283
ENSG00000186517	NM_001025598
ENSG00000186517	NM_001287600
ENSG00000186517	NM_001287602
ENSG00000186517	NM_181720
ENSG00000186517	XM_005245071
ENSG00000186522	NM_144710
ENSG00000186522	NM_178584
ENSG00000186523	NM_001083537
ENSG00000186523	XM_005273603
ENSG00000186523	XM_005273605
ENSG00000186523	XM_005273607
ENSG00000186523	XM_006716260
ENSG00000186523	XM_006726459
ENSG00000186526	NM_007253
ENSG00000186529	NM_000896
ENSG00000186529	NM_001199208
ENSG00000186529	NM_001199209
ENSG00000186529	XM_006722751
ENSG00000186532	NM_052928
ENSG00000186532	XM_005256436
ENSG00000186532	XM_006721437
ENSG00000186562	NM_152250
ENSG00000186564	NM_004474
ENSG00000186566	NM_001002909
ENSG00000186566	NR_036474
ENSG00000186566	XM_006721781
ENSG00000186566	XM_006721782
ENSG00000186566	XM_006721783
ENSG00000186567	NM_001127893
ENSG00000186567	NM_020219
ENSG00000186572	NM_001037668
ENSG00000186575	NM_000268
ENSG00000186575	NM_016418
ENSG00000186575	NM_181825
ENSG00000186575	NM_181828
ENSG00000186575	NM_181829
ENSG00000186575	NM_181830
ENSG00000186575	NM_181831
ENSG00000186575	NM_181832
ENSG00000186575	NM_181833
ENSG00000186577	NM_001008703
ENSG00000186577	NM_001008704
ENSG00000186577	NM_001287396
ENSG00000186577	NM_001287397
ENSG00000186577	NM_001287398
ENSG00000186577	NM_178508
ENSG00000186579	NM_152251
ENSG00000186583	NM_001134374
ENSG00000186583	NM_198572
ENSG00000186591	NM_001202498
ENSG00000186591	NM_003344
ENSG00000186591	NM_182697
ENSG00000186594	NR_028502
ENSG00000186594	NR_028504
ENSG00000186594	NR_029494
ENSG00000186599	NM_001040703
ENSG00000186603	NM_032756
ENSG00000186615	NR_027123
ENSG00000186625	NM_001204076
ENSG00000186625	NM_007044
ENSG00000186625	XM_005266804
ENSG00000186628	NM_001007122
ENSG00000186628	NM_001281805
ENSG00000186628	NM_001281806
ENSG00000186628	XM_005272425
ENSG00000186628	XM_005272426
ENSG00000186635	NM_001040118
ENSG00000186635	NM_001135190
ENSG00000186635	NM_015242
ENSG00000186638	NM_194313
ENSG00000186638	XM_005251450
ENSG00000186638	XM_005251451
ENSG00000186638	XM_006716764
ENSG00000186642	NM_001143839
ENSG00000186642	NM_001146209
ENSG00000186642	NM_001243784
ENSG00000186642	NM_002599
ENSG00000186642	XM_005274040
ENSG00000186648	NM_138360
ENSG00000186652	NM_001243245
ENSG00000186652	NM_002728
ENSG00000186654	NM_001017528
ENSG00000186654	NM_001017529
ENSG00000186654	NM_001017530
ENSG00000186654	NM_001198721
ENSG00000186654	NM_015366
ENSG00000186654	NM_181333
ENSG00000186660	NM_001197051
ENSG00000186660	NM_053023
ENSG00000186665	NM_181655
ENSG00000186665	NM_181656
ENSG00000186666	NM_181708
ENSG00000186675	NM_138703
ENSG00000186684	NM_001001665
ENSG00000186687	NM_001293735
ENSG00000186687	NM_181705
ENSG00000186710	NM_001144872
