Ensembl ID	RefSeq_mRNA_predicted ID
ENSG00000134086	NM_000551
ENSG00000134086	NM_198156
ENSG00000134107	NM_003670
ENSG00000134108	NM_018184
ENSG00000134109	NM_014674
ENSG00000134109	XM_006713424
ENSG00000134109	XM_006713425
ENSG00000134115	NM_001289080
ENSG00000134115	NM_001289081
ENSG00000134115	NM_014461
ENSG00000134121	NM_001253387
ENSG00000134121	NM_001253388
ENSG00000134121	NM_006614
ENSG00000134121	NR_045572
ENSG00000134121	XM_006712938
ENSG00000134121	XM_006712939
ENSG00000134121	XM_006712940
ENSG00000134121	XM_006712941
ENSG00000134138	NM_001220482
ENSG00000134138	NM_002399
ENSG00000134138	NM_170674
ENSG00000134138	NM_170675
ENSG00000134138	NM_170676
ENSG00000134138	NM_170677
ENSG00000134138	NM_172315
ENSG00000134138	NM_172316
ENSG00000134138	XM_006720522
ENSG00000134138	XM_006720523
ENSG00000134138	XM_006720524
ENSG00000134138	XM_006720525
ENSG00000134138	XM_006720529
ENSG00000134146	NM_001141972
ENSG00000134146	NM_080650
ENSG00000134152	NM_024713
ENSG00000134153	NM_020154
ENSG00000134160	NM_001252020
ENSG00000134160	NM_001252024
ENSG00000134160	NM_001252030
ENSG00000134160	NM_002420
ENSG00000134183	NM_005272
ENSG00000134184	NM_000561
ENSG00000134184	NM_146421
ENSG00000134184	XM_005270782
ENSG00000134184	XM_005270783
ENSG00000134186	NM_018061
ENSG00000134186	XM_006710726
ENSG00000134193	NM_001159352
ENSG00000134193	NM_001159353
ENSG00000134193	NM_032044
ENSG00000134198	NM_005725
ENSG00000134200	NM_000549
ENSG00000134200	NM_001277991
ENSG00000134201	NM_000851
ENSG00000134201	XM_005270784
ENSG00000134201	XM_005270785
ENSG00000134202	NM_000849
ENSG00000134202	NR_024537
ENSG00000134207	NM_001270805
ENSG00000134207	NM_205848
ENSG00000134207	XM_006710376
ENSG00000134215	NM_001079874
ENSG00000134215	NM_006113
ENSG00000134215	XM_005270359
ENSG00000134215	XM_005270360
ENSG00000134215	XM_005270361
ENSG00000134216	NM_001040623
ENSG00000134216	NM_001258001
ENSG00000134216	NM_001258002
ENSG00000134216	NM_001258003
ENSG00000134216	NM_001258004
ENSG00000134216	NM_001258005
ENSG00000134216	NM_021797
ENSG00000134216	NM_201653
ENSG00000134216	XM_006710577
ENSG00000134222	NM_001005290
ENSG00000134222	NM_001032291
ENSG00000134222	NM_032636
ENSG00000134222	XM_005271282
ENSG00000134222	XM_005271283
ENSG00000134222	XM_006710982
ENSG00000134222	XM_006710983
ENSG00000134222	XM_006710984
ENSG00000134222	XM_006710985
ENSG00000134240	NM_001166107
ENSG00000134240	NM_005518
ENSG00000134242	NM_001193431
ENSG00000134242	NM_012411
ENSG00000134242	NM_015967
ENSG00000134242	XM_005270738
ENSG00000134243	NM_001205228
ENSG00000134243	NM_002959
ENSG00000134243	XM_005271100
ENSG00000134243	XM_005271101
ENSG00000134243	XM_005271102
ENSG00000134243	XM_006710812
ENSG00000134245	NM_001291880
ENSG00000134245	NM_004185
ENSG00000134245	NM_024494
ENSG00000134247	NM_020440
ENSG00000134248	NM_006402
ENSG00000134249	NM_021794
ENSG00000134250	NM_024408
ENSG00000134250	XM_005270901
ENSG00000134250	XM_005270902
ENSG00000134250	XM_006710667
ENSG00000134253	NM_001145635
ENSG00000134253	NM_025188
ENSG00000134255	NM_001007794
ENSG00000134255	NM_006090
ENSG00000134255	XM_006710285
ENSG00000134256	NM_001256106
ENSG00000134256	NM_001256109
ENSG00000134256	NM_001256111
ENSG00000134256	NM_004258
ENSG00000134258	NM_001253849
ENSG00000134258	NM_001253850
ENSG00000134258	NM_024626
ENSG00000134258	NR_045603
ENSG00000134259	NM_002506
ENSG00000134259	XM_006710663
ENSG00000134259	XM_006710664
ENSG00000134259	XM_006710665
ENSG00000134262	NM_001253852
ENSG00000134262	NM_001253853
ENSG00000134262	NM_006594
ENSG00000134262	XM_005270382
ENSG00000134265	NM_003826
ENSG00000134278	NM_001128626
ENSG00000134278	NM_001128627
ENSG00000134278	NM_020148
ENSG00000134283	NM_001143787
ENSG00000134283	NM_001143788
ENSG00000134283	NM_001143789
ENSG00000134283	NM_016488
ENSG00000134283	NM_201438
ENSG00000134283	NM_201439
ENSG00000134283	NM_201440
ENSG00000134283	NM_201515
ENSG00000134283	XM_005268964
ENSG00000134283	XM_005268965
ENSG00000134283	XM_006719453
ENSG00000134285	NM_001143781
ENSG00000134285	NM_001143782
ENSG00000134285	NM_016594
ENSG00000134287	NM_001659
ENSG00000134287	XM_006719391
ENSG00000134291	NM_001143841
ENSG00000134291	NM_001143842
ENSG00000134291	NM_001143843
ENSG00000134291	NM_024056
ENSG00000134294	NM_018976
ENSG00000134294	XM_005268983
ENSG00000134297	NR_037144
ENSG00000134308	NM_006826
ENSG00000134313	NM_020738
ENSG00000134317	NM_198182
ENSG00000134318	NM_004850
ENSG00000134321	NM_080657
ENSG00000134323	NM_001293228
ENSG00000134323	NM_001293233
ENSG00000134323	NM_005378
ENSG00000134323	XM_006711886
ENSG00000134324	NM_001261427
ENSG00000134324	NM_001261428
ENSG00000134324	NM_001261429
ENSG00000134324	NM_145693
ENSG00000134324	XM_006711869
ENSG00000134324	XM_006711870
ENSG00000134324	XM_006711871
ENSG00000134324	XM_006711872
ENSG00000134324	XM_006711873
ENSG00000134324	XM_006711874
ENSG00000134324	XM_006711875
ENSG00000134326	NM_001256477
ENSG00000134326	NM_001256478
ENSG00000134326	NM_207315
ENSG00000134326	NR_046236
ENSG00000134330	NM_001039613
ENSG00000134330	XR_424148
ENSG00000134333	NM_001135239
ENSG00000134333	NM_001165414
ENSG00000134333	NM_001165415
ENSG00000134333	NM_001165416
ENSG00000134333	NM_005566
ENSG00000134339	NM_001127380
ENSG00000134339	NM_030754
ENSG00000134343	NM_031418
ENSG00000134352	NM_001190981
ENSG00000134352	NM_002184
ENSG00000134352	NM_175767
ENSG00000134352	XM_005248496
ENSG00000134363	NM_006350
ENSG00000134363	NM_013409
ENSG00000134363	XM_005248401
ENSG00000134363	XM_005248403
ENSG00000134365	NM_001201550
ENSG00000134365	NM_001201551
ENSG00000134365	NM_006684
ENSG00000134365	XM_006711128
ENSG00000134365	XM_006711129
ENSG00000134365	XM_006711130
ENSG00000134365	XM_006711132
ENSG00000134365	XM_006711134
ENSG00000134369	NM_001167738
ENSG00000134369	NM_020443
ENSG00000134369	XM_005245572
ENSG00000134369	XM_006711607
ENSG00000134369	XM_006711608
ENSG00000134369	XM_006711609
ENSG00000134369	XM_006711610
ENSG00000134369	XM_006711611
ENSG00000134369	XR_432111
ENSG00000134371	NM_024529
ENSG00000134375	NM_006335
ENSG00000134376	NM_001193640
ENSG00000134376	NM_001257965
ENSG00000134376	NM_001257966
ENSG00000134376	NM_201253
ENSG00000134376	XM_006711249
ENSG00000134376	XM_006711250
ENSG00000134389	NM_030787
ENSG00000134398	NM_033266
ENSG00000134398	XM_005255044
ENSG00000134419	NM_001019
ENSG00000134419	NM_001030009
ENSG00000134438	NM_013435
ENSG00000134440	NM_004539
ENSG00000134440	XM_005266700
ENSG00000134443	NM_001012512
ENSG00000134443	NM_001012513
ENSG00000134443	NM_002091
ENSG00000134443	XM_006722442
ENSG00000134444	NM_020854
ENSG00000134444	XM_005266730
ENSG00000134444	XM_006722513
ENSG00000134444	XM_006722515
ENSG00000134444	XR_245467
ENSG00000134452	NM_001258452
ENSG00000134452	NM_001258453
ENSG00000134452	NM_032807
ENSG00000134452	NM_178150
ENSG00000134452	XM_006717516
ENSG00000134452	XM_006717517
ENSG00000134453	NM_001145547
ENSG00000134453	NM_032905
ENSG00000134460	NM_000417
ENSG00000134460	XM_005252446
ENSG00000134461	NM_001009941
ENSG00000134461	NM_001009943
ENSG00000134461	NM_019046
ENSG00000134463	NM_024693
ENSG00000134470	NM_001243539
ENSG00000134470	NM_001256765
ENSG00000134470	NM_002189
ENSG00000134470	NM_172200
ENSG00000134480	NM_001199189
ENSG00000134480	NM_001239
ENSG00000134489	NM_001143828
ENSG00000134489	NM_001160166
ENSG00000134489	NM_021624
ENSG00000134490	NM_032933
ENSG00000134490	XR_243852
ENSG00000134490	XR_243854
ENSG00000134504	NM_001136205
ENSG00000134504	NM_001142730
ENSG00000134504	NM_001258221
ENSG00000134504	NM_001258222
ENSG00000134504	NM_198991
ENSG00000134508	NM_001100619
ENSG00000134508	NM_001256438
ENSG00000134508	NM_138375
ENSG00000134508	XM_006722576
ENSG00000134516	NM_004946
ENSG00000134516	XM_005265830
ENSG00000134531	NM_001423
ENSG00000134532	NM_001261414
ENSG00000134532	NM_001261415
ENSG00000134532	NM_006940
ENSG00000134532	NM_152989
ENSG00000134532	NM_178010
ENSG00000134532	XM_006719149
ENSG00000134532	XM_006719150
ENSG00000134533	NM_001190726
ENSG00000134533	NM_032918
ENSG00000134538	NM_006446
ENSG00000134539	NM_001114396
ENSG00000134539	NM_002262
ENSG00000134539	NM_007334
ENSG00000134539	XM_005253363
ENSG00000134539	XM_006719068
ENSG00000134545	NM_002259
ENSG00000134545	NM_007328
ENSG00000134545	NM_213657
ENSG00000134545	NM_213658
ENSG00000134545	XM_005253360
ENSG00000134548	NM_030572
ENSG00000134551	NM_001110213
ENSG00000134551	NM_005042
ENSG00000134569	NM_002334
ENSG00000134569	XM_005252923
ENSG00000134569	XM_006718231
ENSG00000134571	NM_000256
ENSG00000134571	XM_006718238
ENSG00000134574	NM_000107
ENSG00000134574	NM_001300734
ENSG00000134574	XM_005252808
ENSG00000134574	XM_006718161
ENSG00000134575	NM_001131064
ENSG00000134575	NM_001610
ENSG00000134588	NM_031907
ENSG00000134590	NM_001078171
ENSG00000134594	NM_004794
ENSG00000134595	NM_005634
ENSG00000134597	NM_016024
ENSG00000134602	NM_001042452
ENSG00000134602	NM_001042453
ENSG00000134602	NM_016542
ENSG00000134627	NM_152431
ENSG00000134640	NM_005959
ENSG00000134644	NM_001020658
ENSG00000134644	NM_014676
ENSG00000134668	NM_001281987
ENSG00000134668	NM_001281988
ENSG00000134668	NM_144569
ENSG00000134668	XM_006711030
ENSG00000134668	XM_006711031
ENSG00000134684	NM_003680
ENSG00000134686	NM_004427
ENSG00000134686	NM_198040
ENSG00000134686	XM_005270568
ENSG00000134686	XM_005270570
ENSG00000134686	XM_005270571
ENSG00000134686	XM_006710401
ENSG00000134686	XM_006710402
ENSG00000134686	XM_006710403
ENSG00000134690	NM_001256875
ENSG00000134690	NM_018101
ENSG00000134697	NM_013285
ENSG00000134698	NM_017629
ENSG00000134698	XM_005270578
ENSG00000134698	XM_005270579
ENSG00000134709	NM_015888
ENSG00000134709	XM_005270922
ENSG00000134709	XM_006710676
ENSG00000134716	NM_000775
ENSG00000134716	XR_246240
ENSG00000134717	NM_001136497
ENSG00000134717	NM_001243767
ENSG00000134717	NM_152265
ENSG00000134744	NM_001009881
ENSG00000134744	NM_015269
ENSG00000134744	XM_005270680
ENSG00000134744	XM_006710500
ENSG00000134748	NM_032864
ENSG00000134755	NM_004949
ENSG00000134755	NM_024422
ENSG00000134755	XM_005258206
ENSG00000134757	NM_001944
ENSG00000134758	NM_001191324
ENSG00000134758	NM_016271
ENSG00000134758	NM_198128
ENSG00000134758	XM_005258286
ENSG00000134759	NM_001242875
ENSG00000134759	NM_001242876
ENSG00000134759	NM_001242877
ENSG00000134759	NM_001242878
ENSG00000134759	NM_001242879
ENSG00000134759	NM_018255
ENSG00000134760	NM_001942
ENSG00000134762	NM_001941
ENSG00000134762	NM_024423
ENSG00000134765	NM_004948
ENSG00000134765	NM_024421
ENSG00000134769	NM_001128175
ENSG00000134769	NM_001198938
ENSG00000134769	NM_001198939
ENSG00000134769	NM_001198940
ENSG00000134769	NM_001198941
ENSG00000134769	NM_001198942
ENSG00000134769	NM_001198943
ENSG00000134769	NM_001198944
ENSG00000134769	NM_001198945
ENSG00000134769	NM_001390
ENSG00000134769	NM_001391
ENSG00000134769	NM_001392
ENSG00000134769	NM_032975
ENSG00000134769	NM_032978
ENSG00000134769	NM_032979
ENSG00000134769	NM_032980
ENSG00000134769	NM_032981
ENSG00000134769	XM_005258219
ENSG00000134769	XM_005258220
ENSG00000134769	XM_005258223
ENSG00000134769	XM_006722406
ENSG00000134769	XM_006722407
ENSG00000134769	XM_006722408
ENSG00000134769	XM_006722409
ENSG00000134769	XM_006722410
ENSG00000134769	XM_006722415
ENSG00000134775	NM_001281739
ENSG00000134775	NM_001281740
ENSG00000134775	NM_025135
ENSG00000134775	XM_005258346
ENSG00000134775	XM_005258350
ENSG00000134775	XM_005258355
ENSG00000134779	NM_001271949
ENSG00000134779	NM_001271950
ENSG00000134779	NM_001271951
ENSG00000134779	NM_001271952
ENSG00000134779	NM_001271953
ENSG00000134779	NM_001271954
ENSG00000134779	NM_001271955
ENSG00000134779	NM_001271956
ENSG00000134779	NM_015476
ENSG00000134780	NM_006133
ENSG00000134780	XM_005274230
ENSG00000134802	NM_001278201
ENSG00000134802	NM_001278206
ENSG00000134802	NM_014096
ENSG00000134802	NM_017611
ENSG00000134802	NM_199329
ENSG00000134809	NM_012456
ENSG00000134812	NM_005142
ENSG00000134812	XM_005273910
ENSG00000134815	NM_014681
ENSG00000134815	XM_005259443
ENSG00000134817	NM_005161
ENSG00000134824	NM_001281501
ENSG00000134824	NM_001281502
ENSG00000134824	NM_004265
ENSG00000134825	NM_014206
ENSG00000134827	NM_001062
ENSG00000134830	NM_001271749
ENSG00000134830	NM_001271750
ENSG00000134830	NM_018485
ENSG00000134851	NM_018475
ENSG00000134852	NM_001267843
ENSG00000134852	NM_004898
ENSG00000134852	XM_005265787
ENSG00000134852	XM_006714054
ENSG00000134853	NM_006206
ENSG00000134853	XM_005265743
ENSG00000134853	XM_006714039
ENSG00000134853	XM_006714040
ENSG00000134864	NM_001195087
ENSG00000134864	NM_033110
ENSG00000134871	NM_001846
ENSG00000134873	NM_001160100
ENSG00000134873	NM_006984
ENSG00000134873	NM_182848
ENSG00000134874	NM_014934
ENSG00000134874	NM_198968
ENSG00000134874	XM_006719920
ENSG00000134882	NM_001144072
ENSG00000134882	NM_177967
ENSG00000134882	NR_026644
ENSG00000134884	NM_018011
ENSG00000134884	XR_429268
ENSG00000134897	NM_001159596
ENSG00000134897	NM_017693
ENSG00000134899	NM_000123
ENSG00000134900	NM_003291
ENSG00000134900	XM_005254072
ENSG00000134900	XM_005254073
ENSG00000134900	XR_243046
ENSG00000134901	NM_024089
ENSG00000134905	NM_024537
ENSG00000134909	NM_001142685
ENSG00000134909	NM_014715
ENSG00000134909	XM_005271736
ENSG00000134909	XM_006718947
ENSG00000134910	NM_001278503
ENSG00000134910	NM_001278504
ENSG00000134910	NM_152713
ENSG00000134917	NM_007037
ENSG00000134917	XM_006718758
ENSG00000134940	NM_001612
ENSG00000134940	NM_020069
ENSG00000134940	NM_020107
ENSG00000134940	NM_020108
ENSG00000134954	NM_001143820
ENSG00000134954	NM_001162422
ENSG00000134954	NM_005238
ENSG00000134954	XM_005271428
ENSG00000134955	NM_001145290
ENSG00000134955	NM_198277
ENSG00000134962	NM_175737
ENSG00000134970	NM_181836
ENSG00000134982	NM_000038
ENSG00000134982	NM_001127510
ENSG00000134982	NM_001127511
ENSG00000134986	NM_001142474
ENSG00000134986	NM_001142475
ENSG00000134986	NM_001142476
ENSG00000134986	NM_001142477
ENSG00000134986	NM_001142478
ENSG00000134986	NM_001142479
ENSG00000134986	NM_001142480
ENSG00000134986	NM_001142481
ENSG00000134986	NM_001142482
ENSG00000134986	NM_001142483
ENSG00000134986	NM_004772
ENSG00000134986	XM_006714732
ENSG00000134986	XM_006714733
ENSG00000134987	NM_139281
ENSG00000134996	NM_012383
ENSG00000134996	XM_006717053
ENSG00000135002	NM_018339
ENSG00000135018	NM_013438
ENSG00000135018	NM_053067
ENSG00000135040	NM_024635
ENSG00000135040	XM_005252126
ENSG00000135040	XM_005252127
ENSG00000135045	NM_017998
ENSG00000135046	NM_000700
ENSG00000135047	NM_001257971
ENSG00000135047	NM_001257972
ENSG00000135047	NM_001912
ENSG00000135047	NM_145918
ENSG00000135047	XM_005251716
ENSG00000135048	NM_001135820
ENSG00000135048	NM_013390
ENSG00000135048	XM_005251869
ENSG00000135049	NM_001286715
ENSG00000135049	NM_001286717
ENSG00000135049	NM_015239
ENSG00000135049	XM_005251847
ENSG00000135049	XM_005251848
ENSG00000135049	XM_005251849
ENSG00000135052	NM_016548
ENSG00000135052	NM_177937
ENSG00000135063	NM_001127608
ENSG00000135063	NM_004816
ENSG00000135063	XM_005252307
ENSG00000135063	XM_005252308
ENSG00000135063	XM_005252309
ENSG00000135069	NM_021154
ENSG00000135069	NM_058179
ENSG00000135070	NM_030940
ENSG00000135074	NM_033274
ENSG00000135074	XM_005266003
ENSG00000135077	NM_032782
ENSG00000135083	NM_024565
ENSG00000135083	XM_006714917
ENSG00000135083	XM_006714918
ENSG00000135090	NM_016281
ENSG00000135093	NM_001301175
ENSG00000135093	NM_032663
ENSG00000135093	XM_005253962
ENSG00000135093	XM_005253963
ENSG00000135093	XM_005253965
ENSG00000135093	XM_006719652
ENSG00000135093	XM_006719653
ENSG00000135094	NM_006843
ENSG00000135097	NM_002442
ENSG00000135097	XM_006719404
ENSG00000135100	NM_000545
ENSG00000135100	XM_005253931
ENSG00000135108	NM_015002
ENSG00000135108	NM_033624
ENSG00000135111	NM_005996
ENSG00000135111	NM_016569
ENSG00000135114	NM_001261825
ENSG00000135114	NM_003733
ENSG00000135114	NM_198213
ENSG00000135116	NM_003806
ENSG00000135119	NM_001109903
ENSG00000135119	NM_032814
ENSG00000135119	XM_005253968
ENSG00000135119	XM_005253969
ENSG00000135124	NM_001256796
ENSG00000135124	NM_001261397
ENSG00000135124	NM_001261398
ENSG00000135124	NM_002560
ENSG00000135127	NM_207311
ENSG00000135127	XM_006719696
ENSG00000135144	NM_004416
ENSG00000135144	XR_429208
ENSG00000135148	NM_001143906
ENSG00000135148	NM_006700
ENSG00000135164	NM_001142326
ENSG00000135164	NM_001142327
ENSG00000135164	NM_021145
ENSG00000135164	XM_005250734
ENSG00000135164	XM_006716198
ENSG00000135164	XM_006716199
ENSG00000135164	XM_006716200
ENSG00000135164	XM_006716201
ENSG00000135164	XM_006716206
ENSG00000135175	NM_006188
ENSG00000135185	NM_024315
ENSG00000135185	XM_005250585
ENSG00000135185	XM_005250587
ENSG00000135185	XM_005250588
ENSG00000135185	XM_005250589
ENSG00000135205	NM_020879
ENSG00000135205	XM_005250513
ENSG00000135205	XM_005250514
ENSG00000135211	NM_032936
ENSG00000135218	NM_000072
ENSG00000135218	NM_001001547
ENSG00000135218	NM_001001548
ENSG00000135218	NM_001127443
ENSG00000135218	NM_001127444
ENSG00000135218	NM_001289908
ENSG00000135218	NM_001289909
ENSG00000135218	NM_001289911
ENSG00000135218	XM_005250713
ENSG00000135218	XM_005250714
ENSG00000135220	NM_024743
ENSG00000135220	XM_006714305
ENSG00000135220	XM_006725000
ENSG00000135222	NM_001891
ENSG00000135222	XM_005265647
ENSG00000135226	NM_001207004
ENSG00000135226	NM_053039
ENSG00000135241	NM_001256007
ENSG00000135241	NM_001256008
ENSG00000135241	NM_001256009
ENSG00000135241	NM_001256010
ENSG00000135241	NM_001256011
ENSG00000135241	NM_015723
ENSG00000135241	XM_005250396
ENSG00000135245	NM_001098786
ENSG00000135245	NM_013332
ENSG00000135248	NM_001282788
ENSG00000135248	NM_001282789
ENSG00000135248	NM_032599
ENSG00000135248	XM_005250645
ENSG00000135248	XM_005250648
ENSG00000135249	NM_021930
ENSG00000135249	XM_005250524
ENSG00000135250	NM_001278273
ENSG00000135250	NM_182691
ENSG00000135250	NM_182692
ENSG00000135253	NM_001135914
ENSG00000135253	XR_424847
ENSG00000135269	NM_015641
ENSG00000135269	NM_152829
ENSG00000135269	XM_005250258
ENSG00000135272	NM_001166345
ENSG00000135272	NM_199072
ENSG00000135297	NM_001123226
ENSG00000135297	NM_012123
ENSG00000135297	NM_133645
ENSG00000135297	XM_006715444
ENSG00000135297	XM_006715445
ENSG00000135297	XM_006715446
ENSG00000135297	XM_006715447
ENSG00000135297	XM_006715448
ENSG00000135297	XM_006715449
ENSG00000135298	NM_001704
ENSG00000135299	NM_001242809
ENSG00000135299	NM_001242811
ENSG00000135299	NM_001242813
ENSG00000135299	NM_001242814
ENSG00000135299	NM_014942
ENSG00000135299	XM_005248681
ENSG00000135312	NM_000863
ENSG00000135314	NM_001251874
ENSG00000135314	NM_030568
ENSG00000135315	NM_001286206
ENSG00000135315	NM_014895
ENSG00000135315	XM_005248674
ENSG00000135315	XM_005248678
ENSG00000135315	XM_006715380
ENSG00000135315	XR_241844
ENSG00000135316	NM_001159673
ENSG00000135316	NM_001159674
ENSG00000135316	NM_001159675
ENSG00000135316	NM_001159676
ENSG00000135316	NM_001159677
ENSG00000135316	NM_001253771
ENSG00000135316	NM_006372
ENSG00000135316	XM_005248635
ENSG00000135316	XM_005248637
ENSG00000135317	NM_001297614
ENSG00000135317	NM_020468
ENSG00000135317	NM_153816
ENSG00000135317	XM_005248738
ENSG00000135317	XM_005248739
ENSG00000135318	NM_001204813
ENSG00000135318	NM_002526
ENSG00000135324	NM_138409
ENSG00000135324	XM_005248644
ENSG00000135324	XM_005248645
ENSG00000135324	XM_005248646
ENSG00000135333	NM_001288629
ENSG00000135333	NM_001288630
ENSG00000135333	NM_004440
ENSG00000135333	XM_005248669
ENSG00000135333	XM_006715369
ENSG00000135334	NM_018064
ENSG00000135336	NM_001197259
ENSG00000135336	NM_012381
ENSG00000135336	NM_181837
ENSG00000135336	XM_005248704
ENSG00000135336	XM_005248705
ENSG00000135336	XM_005248706
ENSG00000135338	NM_001122769
ENSG00000135338	NM_181714
ENSG00000135338	XM_005248665
ENSG00000135341	NM_003188
ENSG00000135341	NM_145331
ENSG00000135341	NM_145332
ENSG00000135341	NM_145333
ENSG00000135341	XM_006715553
ENSG00000135346	NM_000735
ENSG00000135346	NM_001252383
ENSG00000135355	NM_032602
ENSG00000135362	NM_001160167
ENSG00000135362	NM_001160169
ENSG00000135362	NM_024841
ENSG00000135363	NM_001142315
ENSG00000135363	NM_001142316
ENSG00000135363	NM_005574
ENSG00000135363	XM_005252921
ENSG00000135363	XM_006718229
ENSG00000135365	NM_001101802
ENSG00000135365	NM_016621
ENSG00000135365	XM_005252962
ENSG00000135365	XM_005252963
ENSG00000135365	XM_005252964
ENSG00000135365	XM_005252965
ENSG00000135365	XM_005252967
