Ontology-ID	Ontology-term	Ontology-name	Ontology-type	elite_term_in	number_changed.blue_Module-GO_z-score_elite	number_measured.blue_Module-GO_z-score_elite	 z_score.blue_Module-GO_z-score_elite	permuteP.blue_Module-GO_z-score_elite	number_changed.brown_Module-GO_z-score_elite	number_measured.brown_Module-GO_z-score_elite	 z_score.brown_Module-GO_z-score_elite	permuteP.brown_Module-GO_z-score_elite	number_changed.greenyellow_Module-GO_z-score_elite	number_measured.greenyellow_Module-GO_z-score_elite	 z_score.greenyellow_Module-GO_z-score_elite	permuteP.greenyellow_Module-GO_z-score_elite	number_changed.grey_Module-GO_z-score_elite	number_measured.grey_Module-GO_z-score_elite	 z_score.grey_Module-GO_z-score_elite	permuteP.grey_Module-GO_z-score_elite	number_changed.magenta_Module-GO_z-score_elite	number_measured.magenta_Module-GO_z-score_elite	 z_score.magenta_Module-GO_z-score_elite	permuteP.magenta_Module-GO_z-score_elite	number_changed.purple_Module-GO_z-score_elite	number_measured.purple_Module-GO_z-score_elite	 z_score.purple_Module-GO_z-score_elite	permuteP.purple_Module-GO_z-score_elite	number_changed.salmon_Module-GO_z-score_elite	number_measured.salmon_Module-GO_z-score_elite	 z_score.salmon_Module-GO_z-score_elite	permuteP.salmon_Module-GO_z-score_elite	number_changed.tan_Module-GO_z-score_elite	number_measured.tan_Module-GO_z-score_elite	 z_score.tan_Module-GO_z-score_elite	permuteP.tan_Module-GO_z-score_elite	number_changed.yellow_Module-GO_z-score_elite	number_measured.yellow_Module-GO_z-score_elite	 z_score.yellow_Module-GO_z-score_elite	permuteP.yellow_Module-GO_z-score_elite
GO:0042742	defense response to bacterium	GeneOntology	biological_process	blue_Module-GO_z-score_elite	6	12	4.19665387654	0.001	3	12	-1.32601010565	0.2475	0	12	-0.686220695904	1.0	1	12	-0.141243638919	0.7025	1	12	0.628289465112	0.4185	1	12	-0.234506748691	0.726	0	12	-0.574017409227	1.0	0	12	-0.635231374239	1.0	0	12	-1.18715744937	0.376
GO:0043209	myelin sheath	GeneOntology	cellular_component	magenta_Module-GO_z-score_elite	0	8	-1.02112840552	0.6055	1	8	-1.79523306029	0.0755	0	8	-0.559646478153	1.0	1	8	0.287048746951	0.5485	5	8	7.87031837532	0.0	0	8	-0.965195505191	0.6055	0	8	-0.468139220211	1.0	0	8	-0.518062197085	1.0	1	8	0.189892609851	0.5935
GO:0043243	positive regulation of protein complex disassembly	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	5	-0.806571417991	0.641	5	5	2.52874276892	0.012	0	5	-0.442054937476	1.0	0	5	-0.726431789557	1.0	0	5	-0.489400587294	1.0	0	5	-0.762391001025	0.6865	0	5	-0.369774959369	1.0	0	5	-0.409208243205	1.0	0	5	-0.764752236689	0.663
GO:0051058	negative regulation of small GTPase mediated signal transduction	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	4	4	2.26112174769	0.034	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	0	4	-0.68170590297	1.0	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	0	4	-0.683817245166	1.0
GO:0019363	pyridine nucleotide biosynthetic process	GeneOntology	biological_process	blue_Module-GO_z-score_elite	3	5	3.40543369546	0.014	2	5	-0.177610975118	0.9485	0	5	-0.442054937476	1.0	0	5	-0.726431789557	1.0	0	5	-0.489400587294	1.0	0	5	-0.762391001025	0.6645	0	5	-0.369774959369	1.0	0	5	-0.409208243205	1.0	0	5	-0.764752236689	0.669
GO:0033010	paranodal junction	GeneOntology	cellular_component	magenta_Module-GO_z-score_elite	0	3	-0.624406083152	1.0	0	3	-1.53424380406	0.253	0	3	-0.342216183081	1.0	0	3	-0.562366107051	1.0	3	3	7.92746887929	0.0	0	3	-0.590203877997	1.0	0	3	-0.286260743782	1.0	0	3	-0.316787962769	1.0	0	3	-0.592031825132	1.0
GO:0042733	embryonic digit morphogenesis	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	0	5	-0.806571417991	0.665	0	5	-1.98184680447	0.0695	0	5	-0.442054937476	1.0	0	5	-0.726431789557	1.0	1	5	1.65652806383	0.2265	0	5	-0.762391001025	0.6595	1	5	2.4147912564	0.126	0	5	-0.409208243205	1.0	3	5	3.62602414103	0.012
GO:0045333	cellular respiration	GeneOntology	biological_process	purple_Module-GO_z-score_elite	1	7	0.232384440856	0.591	0	7	-2.34631176174	0.022	0	7	-0.523349583223	1.0	0	7	-0.860023816215	0.611	0	7	-0.579402177594	1.0	5	7	5.3009605591	0.0	0	7	-0.437777195697	1.0	0	7	-0.484462326687	1.0	1	7	0.332286525613	0.5235
GO:0010524	positive regulation of calcium ion transport into cytosol	GeneOntology	biological_process	purple_Module-GO_z-score_elite	0	6	-0.88381063712	0.611	1	6	-1.34787747484	0.2	0	6	-0.484387181616	1.0	1	6	0.596595465316	0.4435	0	6	-0.536266764747	1.0	4	6	4.52353303199	0.001	0	6	-0.405185498942	1.0	0	6	-0.448395008892	1.0	0	6	-0.837986750424	0.62
GO:0031968	organelle outer membrane	GeneOntology	cellular_component	purple_Module-GO_z-score_elite	2	28	-0.726955311315	0.5405	9	28	-1.26744408372	0.2475	0	28	-1.05312914721	0.4355	2	28	-0.433028107327	0.7085	2	28	0.659916640192	0.367	10	28	4.4253841785	0.0	0	28	-0.88093301218	0.628	0	28	-0.974876857294	0.6125	3	28	0.0460150084758	0.955
GO:0048871	multicellular organismal homeostasis	GeneOntology	biological_process	blue_Module-GO_z-score_elite	3	5	3.40543369546	0.012	1	5	-1.0797288898	0.3425	0	5	-0.442054937476	1.0	0	5	-0.726431789557	1.0	0	5	-0.489400587294	1.0	0	5	-0.762391001025	0.6655	1	5	2.4147912564	0.134	0	5	-0.409208243205	1.0	0	5	-0.764752236689	0.672
GO:0007030	Golgi organization	GeneOntology	biological_process	purple_Module-GO_z-score_elite	2	10	0.846119741943	0.3375	3	10	-0.890363366313	0.518	0	10	-0.626067037576	1.0	1	10	0.0511292406036	0.642	0	10	-0.693121035192	1.0	4	10	3.07608169884	0.014	0	10	-0.523699417778	1.0	0	10	-0.579547406569	1.0	0	10	-1.08309200218	0.408
GO:0016607	nuclear speck	GeneOntology	cellular_component	blue_Module-GO_z-score_elite	5	8	4.5335022426	0.0015	2	8	-1.08142597571	0.329	0	8	-0.559646478153	1.0	0	8	-0.919670742658	0.6115	0	8	-0.619586598555	1.0	0	8	-0.965195505191	0.602	1	8	1.73516819665	0.1775	0	8	-0.518062197085	1.0	0	8	-0.968184855861	0.622
GO:0007173	epidermal growth factor receptor signaling pathway	GeneOntology	biological_process	brown_Module-GO_z-score_elite	2	46	-1.53905976134	0.1865	34	46	4.15058759377	0.0	0	46	-1.35702404526	0.2415	4	46	-0.194501229982	0.989	1	46	-0.7863237136	0.427	2	46	-1.36127290454	0.2215	0	46	-1.13513834743	0.406	0	46	-1.25619098097	0.411	3	46	-0.882551351125	0.4595
GO:0000956	nuclear-transcribed mRNA catabolic process	GeneOntology	biological_process	blue_Module-GO_z-score_elite	23	42	8.90000092616	0.0	5	42	-4.23322927672	0.0	1	42	-0.473463603848	0.56	5	42	0.531312666012	0.767	2	42	0.0630933256657	0.8705	4	42	-0.186730604739	0.9895	0	42	-1.08337786365	0.408	2	42	0.566831925668	0.4215	0	42	-2.24059424093	0.035
GO:0035418	protein localization to synapse	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	4	4	2.26112174769	0.0345	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	0	4	-0.68170590297	1.0	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	0	4	-0.683817245166	1.0
GO:0061061	muscle structure development	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	3	16	0.914661210395	0.3005	3	16	-2.03884110189	0.0515	0	16	-0.793302388575	0.6635	0	16	-1.30363903881	0.27	3	16	2.7320801604	0.0385	2	16	0.277434609073	0.8285	2	16	2.45961178836	0.06	0	16	-0.734356409665	0.688	3	16	1.0899649951	0.2585
GO:0005737	cytoplasm	GeneOntology	cellular_component	blue_Module-GO_z-score_elite|brown_Module-GO_z-score_elite	108	810	2.25461411502	0.025	387	810	3.01729548277	0.0035	37	810	1.67230032287	0.107	77	810	-0.0270788444021	1.0	26	810	-2.52570782922	0.014	36	810	-7.60106393176	0.0	19	810	-0.752353160452	0.4565	29	810	0.764997670847	0.5375	91	810	0.999693845066	0.3395
GO:0030276	clathrin binding	GeneOntology	molecular_function	brown_Module-GO_z-score_elite	0	9	-1.08338448222	0.399	9	9	3.39660024428	0.001	0	9	-0.593766960829	1.0	0	9	-0.975741156511	0.6	0	9	-0.657361505799	1.0	0	9	-1.0240414692	0.6095	0	9	-0.496680695546	1.0	0	9	-0.549647372567	1.0	0	9	-1.02721307437	0.61
GO:0010043	response to zinc ion	GeneOntology	biological_process	blue_Module-GO_z-score_elite	3	6	2.96232007517	0.0195	1	6	-1.34787747484	0.2195	0	6	-0.484387181616	1.0	1	6	0.596595465316	0.4425	1	6	1.4232565191	0.248	0	6	-0.835399397153	0.635	0	6	-0.405185498942	1.0	0	6	-0.448395008892	1.0	0	6	-0.837986750424	0.637
GO:0043268	positive regulation of potassium ion transport	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	6	-0.88381063712	0.6325	6	6	2.77090125915	0.009	0	6	-0.484387181616	1.0	0	6	-0.795996645098	0.654	0	6	-0.536266764747	1.0	0	6	-0.835399397153	0.6325	0	6	-0.405185498942	1.0	0	6	-0.448395008892	1.0	0	6	-0.837986750424	0.6495
GO:0032155	cell division site part	GeneOntology	cellular_component	blue_Module-GO_z-score_elite	4	13	2.18741451508	0.0495	4	13	-0.959978869712	0.4105	0	13	-0.714448864216	1.0	1	13	-0.226054158508	0.7405	1	13	0.542972787087	0.4625	0	13	-1.23217577408	0.3905	0	13	-0.59763001686	1.0	0	13	-0.661362061139	1.0	3	13	1.49338090099	0.1605
GO:0055085	transmembrane transport	GeneOntology	biological_process	purple_Module-GO_z-score_elite	8	142	-2.28313183939	0.0295	60	142	-0.421904299145	0.7245	1	142	-1.9944665521	0.0555	20	142	1.93034503031	0.0785	7	142	0.219525019717	0.8375	27	142	3.51270342464	0.0	0	142	-2.05373438617	0.0525	1	142	-1.77772738937	0.08	18	142	0.904618377586	0.384
GO:0030534	adult behavior	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	2	28	-0.726955311315	0.5295	14	28	0.651448532542	0.5765	0	28	-1.05312914721	0.4065	2	28	-0.433028107327	0.697	4	28	2.48575629005	0.04	2	28	-0.567948327794	0.735	0	28	-0.88093301218	0.638	2	28	1.17880517948	0.216	2	28	-0.576625574962	0.718
GO:0098552	side of membrane	GeneOntology	cellular_component	magenta_Module-GO_z-score_elite	3	46	-1.07057970745	0.341	8	46	-3.67577789164	0.0	3	46	1.0012023558	0.2625	2	46	-1.21225388959	0.3195	6	46	2.79388835779	0.0125	5	46	0.10740940692	0.995	2	46	0.723141064432	0.3375	1	46	-0.411578100907	0.8045	16	46	5.46617907121	0.0
GO:0043687	post-translational protein modification	GeneOntology	biological_process	purple_Module-GO_z-score_elite	2	18	-0.0506047477382	0.8915	4	18	-1.86549288912	0.0875	1	18	0.404407042472	0.5135	1	18	-0.57670145475	0.543	0	18	-0.932087098143	0.626	10	18	6.30997177167	0.0	0	18	-0.704254301675	1.0	0	18	-0.779356898721	0.6615	0	18	-1.4565076373	0.2665
GO:0042274	ribosomal small subunit biogenesis	GeneOntology	biological_process	blue_Module-GO_z-score_elite	3	5	3.40543369546	0.0205	0	5	-1.98184680447	0.069	0	5	-0.442054937476	1.0	2	5	2.3237012032	0.08	0	5	-0.489400587294	1.0	0	5	-0.762391001025	0.6685	0	5	-0.369774959369	1.0	0	5	-0.409208243205	1.0	0	5	-0.764752236689	0.6695
GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane	GeneOntology	cellular_component	yellow_Module-GO_z-score_elite	0	7	-0.954901256969	0.6265	1	7	-1.58344110821	0.1135	0	7	-0.523349583223	1.0	0	7	-0.860023816215	0.6375	0	7	-0.579402177594	1.0	3	7	2.81953794063	0.0245	0	7	-0.437777195697	1.0	0	7	-0.484462326687	1.0	3	7	2.80764249276	0.031
GO:0006974	cellular response to DNA damage stimulus	GeneOntology	biological_process	brown_Module-GO_z-score_elite	9	74	0.185374529246	1.0	43	74	2.50958632376	0.023	1	74	-1.1106687387	0.3105	2	74	-2.04302374214	0.0415	2	74	-0.78294669588	0.5685	3	74	-1.82569495174	0.0805	1	74	-0.713130453732	0.6015	11	74	5.78001245687	0.0	2	74	-2.22609899265	0.029
GO:0019221	cytokine-mediated signaling pathway	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	3	28	-0.129665653252	0.968	7	28	-2.03500113023	0.058	0	28	-1.05312914721	0.403	4	28	0.864557847501	0.455	4	28	2.48575629005	0.03	2	28	-0.567948327794	0.7025	0	28	-0.88093301218	0.6475	1	28	0.101964161095	0.6065	7	28	2.53657734223	0.017
GO:0097529	myeloid leukocyte migration	GeneOntology	biological_process	blue_Module-GO_z-score_elite	4	12	2.3804108695	0.041	3	12	-1.32601010565	0.2455	0	12	-0.686220695904	1.0	1	12	-0.141243638919	0.703	0	12	-0.759717363426	0.678	2	12	0.714478505357	0.374	0	12	-0.574017409227	1.0	0	12	-0.635231374239	1.0	2	12	0.706172847414	0.3615
GO:0030057	desmosome	GeneOntology	cellular_component	blue_Module-GO_z-score_elite	4	7	3.79424153433	0.005	1	7	-1.58344110821	0.1085	0	7	-0.523349583223	1.0	0	7	-0.860023816215	0.647	2	7	3.0499814448	0.0345	0	7	-0.902595987091	0.6075	0	7	-0.437777195697	1.0	0	7	-0.484462326687	1.0	0	7	-0.905391457961	0.629
GO:0009081	branched-chain amino acid metabolic process	GeneOntology	biological_process	tan_Module-GO_z-score_elite	1	7	0.232384440856	0.569	0	7	-2.34631176174	0.021	0	7	-0.523349583223	1.0	2	7	1.71930302307	0.1505	0	7	-0.579402177594	1.0	0	7	-0.902595987091	0.6225	0	7	-0.437777195697	1.0	4	7	8.07766777354	0.0	0	7	-0.905391457961	0.625
GO:0051726	regulation of cell cycle	GeneOntology	biological_process	brown_Module-GO_z-score_elite	16	116	0.805182997759	0.437	62	116	2.13605362032	0.038	2	116	-1.18989477699	0.2995	4	116	-2.30785854603	0.0175	5	116	-0.134023027795	0.995	4	116	-2.53660718157	0.016	2	116	-0.645947176935	0.5605	11	116	3.93839387621	0.0005	10	116	-0.666698038643	0.542
GO:0005506	iron ion binding	GeneOntology	molecular_function	grey_Module-GO_z-score_elite	1	14	-0.511936307452	0.5585	2	14	-2.24388132131	0.0295	0	14	-0.741634373531	0.6815	4	14	2.43641011916	0.032	1	14	0.464726349402	0.491	2	14	0.479140431484	0.437	0	14	-0.620370449666	1.0	1	14	0.830137920993	0.38	3	14	1.34783211807	0.1665
GO:0005581	collagen trimer	GeneOntology	cellular_component	purple_Module-GO_z-score_elite	1	8	0.0897977241037	0.609	2	8	-1.08142597571	0.2965	0	8	-0.559646478153	1.0	1	8	0.287048746951	0.5615	0	8	-0.619586598555	1.0	3	8	2.51755160937	0.049	0	8	-0.468139220211	1.0	0	8	-0.518062197085	1.0	1	8	0.189892609851	0.592
GO:0005634	nucleus	GeneOntology	cellular_component	blue_Module-GO_z-score_elite|greenyellow_Module-GO_z-score_elite|tan_Module-GO_z-score_elite	80	554	2.64012578344	0.0095	244	554	0.0607515017552	0.957	29	554	2.22451346051	0.033	50	554	-0.487180180945	0.6485	19	554	-1.5474651288	0.1365	45	554	-2.12225111661	0.0345	11	554	-1.18948601713	0.266	31	554	3.81068622134	0.0005	45	554	-2.17091256256	0.029
GO:0060491	regulation of cell projection assembly	GeneOntology	biological_process	blue_Module-GO_z-score_elite	6	23	2.20935593565	0.041	8	23	-0.890322614086	0.4105	1	23	0.151090602262	0.578	4	23	1.29299697581	0.1715	1	23	-0.0493608395614	0.6715	1	23	-0.956066181016	0.428	1	23	0.507885460366	0.4745	0	23	-0.882263732565	0.624	1	23	-0.962838299245	0.441
GO:0006595	polyamine metabolic process	GeneOntology	biological_process	greenyellow_Module-GO_z-score_elite	1	6	0.398232933644	0.4835	1	6	-1.34787747484	0.207	3	6	5.96914049961	0.001	0	6	-0.795996645098	0.656	0	6	-0.536266764747	1.0	1	6	0.504333710133	0.473	0	6	-0.405185498942	1.0	0	6	-0.448395008892	1.0	0	6	-0.837986750424	0.6235
GO:0001649	osteoblast differentiation	GeneOntology	biological_process	blue_Module-GO_z-score_elite	8	20	4.02036164942	0.0015	3	20	-2.62192805493	0.0115	0	20	-0.887974572996	0.64	2	20	0.072518536942	0.874	2	20	1.17222932575	0.237	1	20	-0.7946509681	0.3995	1	20	0.655586473282	0.426	0	20	-0.821994019796	0.6455	3	20	0.668794484341	0.623
GO:0006984	ER-nucleus signaling pathway	GeneOntology	biological_process	purple_Module-GO_z-score_elite	3	19	0.590815494197	0.615	7	19	-0.626437854605	0.643	0	19	-0.865237893549	0.652	1	19	-0.636318064534	0.5765	0	19	-0.957907937121	0.6265	6	19	3.04206380914	0.012	0	19	-0.723763676882	0.6615	0	19	-0.800946779139	0.6575	2	19	0.0108814776483	0.8695
GO:0019083	viral transcription	GeneOntology	biological_process	blue_Module-GO_z-score_elite	22	35	9.62455450841	0.0	2	35	-4.60168010442	0.0	1	35	-0.281610563728	0.751	4	35	0.387102902396	0.726	1	35	-0.488004626911	0.5555	3	35	-0.356582933104	0.7795	0	35	-0.986942305839	0.626	2	35	0.83808951269	0.329	0	35	-2.04115048018	0.046
GO:0003735	structural constituent of ribosome	GeneOntology	molecular_function	blue_Module-GO_z-score_elite	22	35	9.62455450841	0.0	2	35	-4.60168010442	0.0	1	35	-0.281610563728	0.751	4	35	0.387102902396	0.726	1	35	-0.488004626911	0.5555	3	35	-0.356582933104	0.7795	0	35	-0.986942305839	0.626	2	35	0.83808951269	0.329	0	35	-2.04115048018	0.046
GO:0070069	cytochrome complex	GeneOntology	cellular_component	purple_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	0	4	-1.77210468589	0.139	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	4	4	5.87781978561	0.0	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	0	4	-0.683817245166	1.0
GO:0007049	cell cycle	GeneOntology	biological_process	brown_Module-GO_z-score_elite	6	95	-1.62610059733	0.1295	61	95	4.09399618095	0.0	3	95	-0.31377663783	0.7665	5	95	-1.45550464787	0.1555	1	95	-1.68544263891	0.1075	0	95	-3.41331517047	0.0015	1	95	-0.99937730281	0.296	12	95	5.32541199258	0.0	6	95	-1.35462060149	0.2195
GO:0016485	protein processing	GeneOntology	biological_process	grey_Module-GO_z-score_elite	3	28	-0.129665653252	0.962	6	28	-2.41877965348	0.0245	1	28	-0.0509205301947	0.6645	8	28	3.45972975716	0.002	3	28	1.57283646512	0.1335	3	28	0.0562182354923	0.953	1	28	0.303675665689	0.555	0	28	-0.974876857294	0.6315	3	28	0.0460150084758	0.951
GO:0048646	anatomical structure formation involved in morphogenesis	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	7	82	-0.858875958336	0.513	25	82	-2.51348636148	0.0115	4	82	0.549100617853	0.715	9	82	0.457792354913	0.69	7	82	1.76721967091	0.0825	6	82	-0.934760074081	0.3385	6	82	2.68874690878	0.0195	0	82	-1.69539342428	0.104	18	82	3.4869602816	0.0015
GO:0009584	detection of visible light	GeneOntology	biological_process	salmon_Module-GO_z-score_elite	1	15	-0.588127128033	0.543	5	15	-0.830878300009	0.4355	0	15	-0.767888023855	0.6695	0	15	-1.26187544592	0.383	1	15	0.392423593821	0.5115	2	15	0.37473909566	0.8025	4	15	5.8070481393	0.001	0	15	-0.71083044794	1.0	2	15	0.366483467756	0.8225
GO:0006839	mitochondrial transport	GeneOntology	biological_process	grey_Module-GO_z-score_elite	0	19	-1.57870910499	0.1535	5	19	-1.55576578966	0.1755	1	19	0.348196949873	0.522	8	19	4.86241337838	0.001	0	19	-0.957907937121	0.632	3	19	0.774914705254	0.3115	0	19	-0.723763676882	0.691	1	19	0.502850045549	0.477	1	19	-0.742987293828	0.596
GO:0033270	paranode region of axon	GeneOntology	cellular_component	magenta_Module-GO_z-score_elite	1	7	0.232384440856	0.583	3	7	-0.0576998011616	0.9815	0	7	-0.523349583223	1.0	0	7	-0.860023816215	0.636	3	7	4.864673256	0.004	0	7	-0.902595987091	0.607	0	7	-0.437777195697	1.0	0	7	-0.484462326687	1.0	0	7	-0.905391457961	0.618
GO:0030055	cell-substrate junction	GeneOntology	cellular_component	yellow_Module-GO_z-score_elite	4	44	-0.50525957254	0.6445	16	44	-1.02508612133	0.3595	0	44	-1.32640921207	0.2545	5	44	0.420327243677	0.7955	0	44	-1.46847233759	0.164	0	44	-2.28759450744	0.0215	2	44	0.789388446307	0.326	1	44	-0.364767414567	0.7865	16	44	5.69002149157	0.0
GO:0016188	synaptic vesicle maturation	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	4	4	2.26112174769	0.0395	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	0	4	-0.68170590297	1.0	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	0	4	-0.683817245166	1.0
GO:0051186	cofactor metabolic process	GeneOntology	biological_process	greenyellow_Module-GO_z-score_elite	9	70	0.366160012958	0.856	32	70	0.305652364518	0.791	7	70	2.80662782662	0.0175	5	70	-0.693274739983	0.5545	0	70	-1.86663396138	0.066	6	70	-0.509566609636	0.69	3	70	0.865492369789	0.2795	3	70	0.508046727113	0.6405	5	70	-0.92317320466	0.4315
GO:0033627	cell adhesion mediated by integrin	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	0	7	-0.954901256969	0.609	0	7	-2.34631176174	0.019	0	7	-0.523349583223	1.0	0	7	-0.860023816215	0.65	1	7	1.2352896336	0.2875	0	7	-0.902595987091	0.618	0	7	-0.437777195697	1.0	0	7	-0.484462326687	1.0	6	7	6.52067644348	0.0
GO:0050878	regulation of body fluid levels	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	13	145	-0.995403596544	0.3575	57	145	-1.17251289396	0.252	2	145	-1.570618516	0.154	9	145	-1.42203210203	0.187	9	145	0.991953929792	0.3785	12	145	-0.872326228426	0.389	1	145	-1.5378693946	0.1505	4	145	-0.337459224539	0.8185	38	145	6.47750726238	0.0
GO:0004721	phosphoprotein phosphatase activity	GeneOntology	molecular_function	brown_Module-GO_z-score_elite	0	33	-2.08912427379	0.056	25	33	3.71752585797	0.0	2	33	0.704068949783	0.359	1	33	-1.28304932772	0.212	1	33	-0.425454337025	0.533	1	33	-1.39890587696	0.2315	0	33	-0.957764961944	0.637	0	33	-1.05990226637	0.433	3	33	-0.257674063926	0.97
GO:0034166	toll-like receptor 10 signaling pathway	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	11	-1.19842235639	0.386	9	11	2.538730018	0.0095	0	11	-0.6568153892	1.0	1	11	-0.049358661974	0.6755	1	11	0.722141958513	0.4095	0	11	-1.13277807713	0.3995	0	11	-0.54942013597	1.0	0	11	-0.608011015688	1.0	0	11	-1.13628645537	0.413
GO:1903506	regulation of nucleic acid-templated transcription	GeneOntology	biological_process	blue_Module-GO_z-score_elite	31	167	3.01453210943	0.0025	70	167	-0.553559461174	0.6255	9	167	1.17015974476	0.276	16	167	0.025127906621	1.0	6	167	-0.630806651128	0.561	10	167	-1.96164512996	0.061	2	167	-1.23262792346	0.301	7	167	0.736368721292	0.4845	16	167	-0.386301087249	0.7885
GO:0019899	enzyme binding	GeneOntology	molecular_function	brown_Module-GO_z-score_elite	27	257	-0.535751371728	0.6095	131	257	2.46170742069	0.0165	8	257	-0.584862711159	0.61	13	257	-2.64315382989	0.0145	7	257	-1.52945321902	0.1485	25	257	-0.378438717621	0.7505	6	257	-0.346987874476	0.8465	6	257	-0.882297264628	0.466	34	257	1.57777686129	0.112
GO:1903293	phosphatase complex	GeneOntology	cellular_component	brown_Module-GO_z-score_elite	0	10	-1.14231905459	0.3795	9	10	2.9425513407	0.0015	0	10	-0.626067037576	1.0	0	10	-1.02882008532	0.629	0	10	-0.693121035192	1.0	0	10	-1.07974786621	0.4115	0	10	-0.523699417778	1.0	0	10	-0.579547406569	1.0	1	10	-0.0466746829667	0.6665
GO:0005833	hemoglobin complex	GeneOntology	cellular_component	grey_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	0	4	-1.77210468589	0.1525	0	4	-0.395271533779	1.0	3	4	4.46419590491	0.0035	0	4	-0.437606515328	1.0	1	4	0.958175519175	0.341	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	0	4	-0.683817245166	1.0
GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	GeneOntology	cellular_component	purple_Module-GO_z-score_elite	3	21	0.404145008307	0.646	4	21	-2.31155621112	0.024	0	21	-0.910169032315	0.6315	0	21	-1.495686764	0.1795	0	21	-1.00765136002	0.6125	14	21	8.49977009844	0.0	0	21	-0.761348168318	0.685	0	21	-0.84253932975	0.6435	0	21	-1.57458665025	0.161
GO:0050786	RAGE receptor binding	GeneOntology	molecular_function	blue_Module-GO_z-score_elite	3	5	3.40543369546	0.011	0	5	-1.98184680447	0.0795	1	5	1.91375783701	0.169	0	5	-0.726431789557	1.0	0	5	-0.489400587294	1.0	0	5	-0.762391001025	0.6725	0	5	-0.369774959369	1.0	0	5	-0.409208243205	1.0	1	5	0.698839889217	0.444
GO:0050818	regulation of coagulation	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	0	14	-1.35318268744	0.247	5	14	-0.622294764214	0.586	0	14	-0.741634373531	0.6635	0	14	-1.21873264947	0.403	1	14	0.464726349402	0.485	3	14	1.35824130789	0.178	0	14	-0.620370449666	1.0	0	14	-0.686527563353	1.0	5	14	3.10173537013	0.012
GO:0016829	lyase activity	GeneOntology	molecular_function	greenyellow_Module-GO_z-score_elite	8	39	1.78675022595	0.066	9	39	-2.65416319726	0.0105	5	39	3.01279350328	0.018	4	39	0.156985015537	0.9815	2	39	0.171607613962	0.85	5	39	0.502399835357	0.7675	1	39	-0.0360472169114	0.6525	3	39	1.59188502842	0.1635	2	39	-1.09860471791	0.3045
GO:0008081	phosphoric diester hydrolase activity	GeneOntology	molecular_function	yellow_Module-GO_z-score_elite	2	12	0.564167862463	0.404	4	12	-0.742511756312	0.567	0	12	-0.686220695904	1.0	0	12	-1.12767098814	0.41	1	12	0.628289465112	0.47	1	12	-0.234506748691	0.7485	0	12	-0.574017409227	1.0	0	12	-0.635231374239	1.0	4	12	2.5995031442	0.032
