Ontology-ID	Ontology-term	Ontology-name	Ontology-type	elite_term_in	number_changed.blue_Module-GO_z-score_elite	number_measured.blue_Module-GO_z-score_elite	 z_score.blue_Module-GO_z-score_elite	permuteP.blue_Module-GO_z-score_elite	number_changed.brown_Module-GO_z-score_elite	number_measured.brown_Module-GO_z-score_elite	 z_score.brown_Module-GO_z-score_elite	permuteP.brown_Module-GO_z-score_elite	number_changed.greenyellow_Module-GO_z-score_elite	number_measured.greenyellow_Module-GO_z-score_elite	 z_score.greenyellow_Module-GO_z-score_elite	permuteP.greenyellow_Module-GO_z-score_elite	number_changed.grey_Module-GO_z-score_elite	number_measured.grey_Module-GO_z-score_elite	 z_score.grey_Module-GO_z-score_elite	permuteP.grey_Module-GO_z-score_elite	number_changed.magenta_Module-GO_z-score_elite	number_measured.magenta_Module-GO_z-score_elite	 z_score.magenta_Module-GO_z-score_elite	permuteP.magenta_Module-GO_z-score_elite	number_changed.purple_Module-GO_z-score_elite	number_measured.purple_Module-GO_z-score_elite	 z_score.purple_Module-GO_z-score_elite	permuteP.purple_Module-GO_z-score_elite	number_changed.salmon_Module-GO_z-score_elite	number_measured.salmon_Module-GO_z-score_elite	 z_score.salmon_Module-GO_z-score_elite	permuteP.salmon_Module-GO_z-score_elite	number_changed.tan_Module-GO_z-score_elite	number_measured.tan_Module-GO_z-score_elite	 z_score.tan_Module-GO_z-score_elite	permuteP.tan_Module-GO_z-score_elite	number_changed.yellow_Module-GO_z-score_elite	number_measured.yellow_Module-GO_z-score_elite	 z_score.yellow_Module-GO_z-score_elite	permuteP.yellow_Module-GO_z-score_elite
Shigellosis:KEGG-hsa05131	Shigellosis:KEGG-hsa05131	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	3	24	-0.0133847616335	0.942	16	24	2.65050803004	0.023	1	24	0.0181393603292	0.5915	0	24	-1.53042170025	0.153	0	24	-1.11452941259	0.4195	1	24	-1.05338194853	0.29	0	24	-0.835803448707	0.6495	0	24	-1.024340348	0.614	3	24	0.11219316376	0.935
Ribosome:KEGG-hsa03010	Ribosome:KEGG-hsa03010	KEGG	GeneSet	blue_Module-KEGG_z-score_elite	22	35	9.12503535445	0.0	2	35	-4.25983424079	0.0	1	35	-0.37592915761	0.751	4	35	0.582982057937	0.726	1	35	-0.549732603068	0.5555	3	35	-0.423043940523	0.7795	0	35	-1.01520455821	0.626	2	35	0.492351662685	0.329	0	35	-2.19952431276	0.032
Long-term depression:KEGG-hsa04730	Long-term depression:KEGG-hsa04730	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	2	24	-0.63609486239	0.535	12	24	0.966797792493	0.4365	0	24	-1.024340348	0.6	2	24	-0.0645177775597	0.917	0	24	-1.11452941259	0.3925	1	24	-1.05338194853	0.287	0	24	-0.835803448707	0.6775	0	24	-1.024340348	0.659	7	24	2.67623342092	0.0125
Parkinson's disease:KEGG-hsa05012	Parkinson's disease:KEGG-hsa05012	KEGG	GeneSet	purple_Module-KEGG_z-score_elite	0	38	-2.38510515677	0.0145	3	38	-4.16649874667	0.0	1	38	-0.463874343663	0.517	4	38	0.407228456493	0.751	0	38	-1.41283474172	0.2355	25	38	11.1691999173	0.0	0	38	-1.05950739051	0.4255	1	38	-0.463874343663	0.501	4	38	-0.242683213399	0.988
Dilated cardiomyopathy:KEGG-hsa05414	Dilated cardiomyopathy:KEGG-hsa05414	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	5	31	0.603409006262	0.5315	10	31	-0.941702355751	0.3735	1	31	-0.247830327676	0.7035	1	31	-1.09847740931	0.3175	2	31	0.433675091913	0.4245	1	31	-1.37340720516	0.214	0	31	-0.953411238592	0.643	0	31	-1.16847759056	0.4395	11	31	4.16141800056	0.001
Viral myocarditis:KEGG-hsa05416	Viral myocarditis:KEGG-hsa05416	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	3	20	0.328165829748	0.922	5	20	-1.41997670074	0.1805	0	20	-0.933134266802	0.6245	0	20	-1.39415472011	0.2415	2	20	1.09522032265	0.2265	2	20	-0.108956691149	0.891	1	20	0.616157436419	0.4285	0	20	-0.933134266802	0.645	7	20	3.25545406506	0.002
Fc epsilon RI signaling pathway:KEGG-hsa04664	Fc epsilon RI signaling pathway:KEGG-hsa04664	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	2	14	0.192599094629	0.8055	11	14	2.927578466	0.0095	0	14	-0.778280202689	0.6755	0	14	-1.16279409807	0.3885	0	14	-0.846804657089	0.648	0	14	-1.30711015938	0.2655	0	14	-0.635032368622	1.0	0	14	-0.778280202689	0.682	1	14	-0.540939760443	0.53
Phagosome:KEGG-hsa04145	Phagosome:KEGG-hsa04145	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	3	59	-1.79177134342	0.1005	28	59	1.13417420431	0.396	1	59	-0.958958805631	0.422	3	59	-1.01597585517	0.364	1	59	-1.15317041399	0.295	6	59	-0.147730070104	0.999	1	59	-0.51631481868	0.5345	1	59	-0.958958805631	0.409	15	59	3.3554420417	0.0005
Endocytosis:KEGG-hsa04144	Endocytosis:KEGG-hsa04144	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	6	57	-0.48365101658	0.7225	34	57	3.04536289967	0.0105	1	57	-0.91820191021	0.4205	2	57	-1.43235203346	0.222	1	57	-1.11061291596	0.2865	5	57	-0.495944822215	0.6775	2	57	0.353506968559	0.788	0	57	-1.60667717213	0.1815	6	57	-0.300278507679	0.849
Insulin signaling pathway:KEGG-hsa04910	Insulin signaling pathway:KEGG-hsa04910	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	5	27	0.94131825656	0.3085	18	27	2.81572367986	0.017	0	27	-1.08819114729	0.414	2	27	-0.241570397014	0.9455	0	27	-1.184002019	0.4025	0	27	-1.82760103502	0.095	0	27	-0.887902068419	0.638	0	27	-1.08819114729	0.4505	2	27	-0.713105842497	0.5605
Natural killer cell mediated cytotoxicity:KEGG-hsa04650	Natural killer cell mediated cytotoxicity:KEGG-hsa04650	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	2	21	-0.427912989315	0.695	14	21	2.47543002911	0.0315	0	21	-0.956678051428	0.6165	0	21	-1.42933044951	0.2405	0	21	-1.04090972183	0.4305	1	21	-0.894811980431	0.4195	0	21	-0.780594864046	0.6665	0	21	-0.956678051428	0.6365	4	21	1.04554702342	0.162
ECM-receptor interaction:KEGG-hsa04512	ECM-receptor interaction:KEGG-hsa04512	KEGG	GeneSet	salmon_Module-KEGG_z-score_elite|yellow_Module-KEGG_z-score_elite	0	32	-2.18176320964	0.031	8	32	-1.80751235449	0.132	0	32	-1.18780238772	0.406	1	32	-1.13720696907	0.3215	2	32	0.386683931891	0.7935	3	32	-0.254705554291	0.973	6	32	5.60643230325	0.001	0	32	-1.18780238772	0.418	12	32	4.58990317665	0.0
Inositol phosphate metabolism:KEGG-hsa00562	Inositol phosphate metabolism:KEGG-hsa00562	KEGG	GeneSet	greenyellow_Module-KEGG_z-score_elite	1	17	-0.840559636421	0.3925	8	17	0.561554756869	0.6535	3	17	2.8434168684	0.0185	3	17	1.31975024411	0.2105	1	17	0.208206570503	0.5395	0	17	-1.44261405826	0.231	0	17	-0.700864128284	1.0	0	17	-0.858962003782	0.6795	1	17	-0.759628295257	0.4065
Toxoplasmosis:KEGG-hsa05145	Toxoplasmosis:KEGG-hsa05145	KEGG	GeneSet	salmon_Module-KEGG_z-score_elite|yellow_Module-KEGG_z-score_elite	2	23	-0.569394627983	0.703	4	23	-2.27721967967	0.0425	1	23	0.062095748731	0.582	2	23	-0.000765940287424	0.904	1	23	-0.104913104749	0.6665	0	23	-1.68325939278	0.165	5	23	5.61513645668	0.0	0	23	-1.0022471725	0.623	8	23	3.46384769716	0.0025
Staphylococcus aureus infection:KEGG-hsa05150	Staphylococcus aureus infection:KEGG-hsa05150	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	1	11	-0.351597968349	0.7315	2	11	-1.51133082063	0.261	0	11	-0.688799603462	1.0	0	11	-1.02910508438	0.607	1	11	0.666818179457	0.4115	1	11	-0.178281842331	0.722	0	11	-0.562021290252	1.0	0	11	-0.688799603462	1.0	6	11	4.42498653711	0.0
Ubiquitin mediated proteolysis:KEGG-hsa04120	Ubiquitin mediated proteolysis:KEGG-hsa04120	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	0	19	-1.66971587061	0.15	13	19	2.50942636231	0.0285	2	19	1.42813706101	0.1565	0	19	-1.35814453505	0.2445	0	19	-0.989068588485	0.624	2	19	-0.0313759091301	0.8795	1	19	0.670871974394	0.4135	0	19	-0.909031965135	0.6345	1	19	-0.888443337725	0.3995
Gap junction:KEGG-hsa04540	Gap junction:KEGG-hsa04540	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	1	32	-1.64020257554	0.117	19	32	2.21929844022	0.0575	0	32	-1.18780238772	0.4135	1	32	-1.13720696907	0.3275	0	32	-1.29238363014	0.269	3	32	-0.254705554291	0.969	0	32	-0.969179173671	0.6335	0	32	-1.18780238772	0.411	8	32	2.35999994265	0.0185
Glycolysis / Gluconeogenesis:KEGG-hsa00010	Glycolysis / Gluconeogenesis:KEGG-hsa00010	KEGG	GeneSet	greenyellow_Module-KEGG_z-score_elite|tan_Module-KEGG_z-score_elite	2	30	-0.992790291967	0.41	10	30	-0.804067644945	0.481	4	30	2.59261578498	0.03	1	30	-1.05882972404	0.3085	0	30	-1.2500229926	0.389	5	30	1.06276166149	0.3205	1	30	0.193268946079	0.5645	6	30	4.4633584895	0.0005	1	30	-1.45583063922	0.147
Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	6	32	1.06760059496	0.3895	7	32	-2.17358606309	0.066	0	32	-1.18780238772	0.3995	1	32	-1.13720696907	0.3215	4	32	2.06575149392	0.059	1	32	-1.41483295076	0.218	0	32	-0.969179173671	0.63	1	32	-0.281175096467	0.633	12	32	4.58990317665	0.0
Fructose and mannose metabolism:KEGG-hsa00051	Fructose and mannose metabolism:KEGG-hsa00051	KEGG	GeneSet	greenyellow_Module-KEGG_z-score_elite	3	13	1.14693141781	0.1865	6	13	0.423144876215	0.801	3	13	3.47545872388	0.0095	1	13	-0.129727722993	0.732	0	13	-0.815578038386	0.6825	0	13	-1.25890939642	0.3695	0	13	-0.611615027358	1.0	0	13	-0.749580479642	0.714	0	13	-1.32511434454	0.276
Tuberculosis:KEGG-hsa05152	Tuberculosis:KEGG-hsa05152	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	5	41	-0.0777446749282	0.996	15	41	-0.512219062351	0.6575	0	41	-1.35094949419	0.268	3	41	-0.320858043365	0.7685	3	41	0.765840563875	0.2795	3	41	-0.72415060329	0.6135	1	41	-0.129447814845	0.6825	1	41	-0.546146045516	0.5275	10	41	2.56043445623	0.0075
Autoimmune thyroid disease:KEGG-hsa05320	Autoimmune thyroid disease:KEGG-hsa05320	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	0	4	-0.760189916692	0.675	0	4	-1.65019603717	0.1345	0	4	-0.413864985061	1.0	0	4	-0.618337406455	1.0	0	4	-0.450304139235	1.0	1	4	0.921808686294	0.364	0	4	-0.337690282812	1.0	0	4	-0.413864985061	1.0	3	4	3.93014601065	0.0035
Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	3	25	-0.0899740834644	0.952	17	25	2.84413038572	0.016	0	25	-1.0460119334	0.4435	0	25	-1.56280025943	0.162	2	25	0.754542114418	0.3	1	25	-1.10291170457	0.2915	0	25	-0.853486229484	0.65	0	25	-1.0460119334	0.468	2	25	-0.592370615738	0.686
Calcium signaling pathway:KEGG-hsa04020	Calcium signaling pathway:KEGG-hsa04020	KEGG	GeneSet	purple_Module-KEGG_z-score_elite	1	46	-2.18036048461	0.0355	21	46	0.738965566279	0.5845	0	46	-1.43479278595	0.2565	5	46	0.53454451571	0.7925	1	46	-0.855655802116	0.403	10	46	2.46459299303	0.016	0	46	-1.17070928722	0.4085	0	46	-1.43479278595	0.2595	8	46	1.21116118895	0.222
Hematopoietic cell lineage:KEGG-hsa04640	Hematopoietic cell lineage:KEGG-hsa04640	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	0	14	-1.42955017651	0.2495	1	14	-2.5549673674	0.0145	0	14	-0.778280202689	0.678	1	14	-0.208130372176	0.749	1	14	0.410532956856	0.4885	1	14	-0.438370958215	0.5275	0	14	-0.635032368622	1.0	0	14	-0.778280202689	0.7135	10	14	6.97325188818	0.0
Cysteine and methionine metabolism:KEGG-hsa00270	Cysteine and methionine metabolism:KEGG-hsa00270	KEGG	GeneSet	greenyellow_Module-KEGG_z-score_elite	1	16	-0.770362949157	0.39	4	16	-1.2674197985	0.3285	3	16	2.98145680523	0.0215	2	16	0.54349778516	0.45	0	16	-0.906213778306	0.644	3	16	1.0416159976	0.206	0	16	-0.679584219688	1.0	2	16	1.71001058144	0.1015	1	16	-0.690575976652	0.547
Type I diabetes mellitus:KEGG-hsa04940	Type I diabetes mellitus:KEGG-hsa04940	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	0	7	-1.00719064218	0.6125	1	7	-1.41383098743	0.235	0	7	-0.548337896787	1.0	1	7	0.525970630687	0.4945	1	7	1.17509945357	0.271	1	7	0.303216266288	0.5435	0	7	-0.447412528546	1.0	0	7	-0.548337896787	1.0	3	7	2.56006344738	0.031
Phototransduction:KEGG-hsa04744	Phototransduction:KEGG-hsa04744	KEGG	GeneSet	blue_Module-KEGG_z-score_elite	3	4	3.76850245287	0.0065	1	4	-0.629790006589	0.5365	0	4	-0.413864985061	1.0	0	4	-0.618337406455	1.0	0	4	-0.450304139235	1.0	0	4	-0.695080158427	1.0	0	4	-0.337690282812	1.0	0	4	-0.413864985061	1.0	0	4	-0.731633818252	1.0
Cell adhesion molecules (CAMs):KEGG-hsa04514	Cell adhesion molecules (CAMs):KEGG-hsa04514	KEGG	GeneSet	magenta_Module-KEGG_z-score_elite|yellow_Module-KEGG_z-score_elite	2	35	-1.24806318682	0.295	4	35	-3.55865353937	0.0005	0	35	-1.2442099779	0.393	1	35	-1.24844389256	0.2095	12	35	8.29454327293	0.0	3	35	-0.423043940523	0.7735	0	35	-1.01520455821	0.629	0	35	-1.2442099779	0.4025	13	35	4.74113613354	0.0
Regulation of actin cytoskeleton:KEGG-hsa04810	Regulation of actin cytoskeleton:KEGG-hsa04810	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	9	81	-0.418632330381	0.7565	38	81	1.24099596401	0.377	1	81	-1.35554255914	0.2275	6	81	-0.430836151883	0.6925	2	81	-1.02781135331	0.416	4	81	-1.76177322871	0.097	0	81	-1.58355624338	0.172	1	81	-1.35554255914	0.2515	20	81	3.76607667859	0.0
Huntington's disease:KEGG-hsa05016	Huntington's disease:KEGG-hsa05016	KEGG	GeneSet	purple_Module-KEGG_z-score_elite	0	50	-2.75355442129	0.0055	13	50	-2.13337651557	0.066	0	50	-1.49909875731	0.174	5	50	0.334643100091	0.805	0	50	-1.63108839816	0.1585	26	50	9.664186493	0.0	1	50	-0.337959910695	0.753	0	50	-1.49909875731	0.201	5	50	-0.398670034724	0.853
RNA transport:KEGG-hsa03013	RNA transport:KEGG-hsa03013	KEGG	GeneSet	blue_Module-KEGG_z-score_elite	10	20	5.0931894171	0.0	6	20	-0.9598383138	0.3735	1	20	0.20645595653	0.546	1	20	-0.592925801551	0.5815	1	20	0.0399636606883	0.6195	1	20	-0.838070987396	0.3875	0	20	-0.761384475209	0.6895	0	20	-0.933134266802	0.6575	0	20	-1.64960219203	0.1845
Allograft rejection:KEGG-hsa05330	Allograft rejection:KEGG-hsa05330	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	0	4	-0.760189916692	0.675	0	4	-1.65019603717	0.1345	0	4	-0.413864985061	1.0	0	4	-0.618337406455	1.0	0	4	-0.450304139235	1.0	1	4	0.921808686294	0.364	0	4	-0.337690282812	1.0	0	4	-0.413864985061	1.0	3	4	3.93014601065	0.0035
Tryptophan metabolism:KEGG-hsa00380	Tryptophan metabolism:KEGG-hsa00380	KEGG	GeneSet	tan_Module-KEGG_z-score_elite	1	13	-0.535579085493	0.5355	3	13	-1.28282160547	0.273	0	13	-0.749580479642	0.6875	0	13	-1.11991510865	0.3715	1	13	0.488545928068	0.466	3	13	1.44428726359	0.1345	0	13	-0.611615027358	1.0	4	13	4.88380512505	0.001	1	13	-0.459136609012	0.5105
Alzheimer's disease:KEGG-hsa05010	Alzheimer's disease:KEGG-hsa05010	KEGG	GeneSet	purple_Module-KEGG_z-score_elite	3	52	-1.52290957957	0.1565	12	52	-2.61917135292	0.0145	1	52	-0.811573937725	0.4135	5	52	0.240554471156	0.994	1	52	-0.999521363957	0.281	23	52	8.00809696724	0.0	0	52	-1.24875084099	0.395	1	52	-0.811573937725	0.3785	6	52	-0.0533865461301	0.9955
Type II diabetes mellitus:KEGG-hsa04930	Type II diabetes mellitus:KEGG-hsa04930	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	0	7	-1.00719064218	0.6325	6	7	2.44890076514	0.0315	0	7	-0.548337896787	1.0	0	7	-0.819247448322	0.6285	0	7	-0.5966168522	1.0	0	7	-0.920925436866	0.6245	0	7	-0.447412528546	1.0	1	7	1.36496969307	0.2065	0	7	-0.969356103078	0.6545
Progesterone-mediated oocyte maturation:KEGG-hsa04914	Progesterone-mediated oocyte maturation:KEGG-hsa04914	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	0	13	-1.37683433714	0.231	10	13	2.6977668518	0.0145	0	13	-0.749580479642	0.68	1	13	-0.129727722993	0.748	0	13	-0.815578038386	0.653	0	13	-1.25890939642	0.3825	0	13	-0.611615027358	1.0	0	13	-0.749580479642	0.6915	2	13	0.406841126518	0.7645
Chagas disease (American trypanosomiasis):KEGG-hsa05142	Chagas disease (American trypanosomiasis):KEGG-hsa05142	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	1	18	-0.907543731184	0.3965	11	18	1.80369297423	0.118	0	18	-0.884325316148	0.6415	0	18	-1.32123142133	0.2295	0	18	-0.962186618019	0.627	1	18	-0.717459248396	0.562	0	18	-0.721559148243	1.0	0	18	-0.884325316148	0.6805	5	18	2.12596053746	0.0315
Malaria:KEGG-hsa05144	Malaria:KEGG-hsa05144	KEGG	GeneSet	grey_Module-KEGG_z-score_elite|yellow_Module-KEGG_z-score_elite	0	8	-1.07728753353	0.4395	0	8	-2.33854143508	0.028	0	8	-0.586500266815	1.0	3	8	2.90069209739	0.041	1	8	1.02000451834	0.325	1	8	0.160651839234	0.5855	0	8	-0.478550851411	1.0	0	8	-0.586500266815	1.0	3	8	2.26635294356	0.045
Graft-versus-host disease:KEGG-hsa05332	Graft-versus-host disease:KEGG-hsa05332	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	0	4	-0.760189916692	0.675	0	4	-1.65019603717	0.1345	0	4	-0.413864985061	1.0	0	4	-0.618337406455	1.0	0	4	-0.450304139235	1.0	1	4	0.921808686294	0.364	0	4	-0.337690282812	1.0	0	4	-0.413864985061	1.0	3	4	3.93014601065	0.0035
Protein processing in endoplasmic reticulum:KEGG-hsa04141	Protein processing in endoplasmic reticulum:KEGG-hsa04141	KEGG	GeneSet	purple_Module-KEGG_z-score_elite	6	51	-0.182303353756	0.9975	15	51	-1.64606367749	0.143	3	51	0.661625507877	0.61	2	51	-1.24308788189	0.328	2	51	-0.304612450523	0.9085	18	51	5.81089999868	0.0	1	51	-0.359046447489	0.748	0	51	-1.51483281265	0.1965	4	51	-0.893557696754	0.467
Systemic lupus erythematosus:KEGG-hsa05322	Systemic lupus erythematosus:KEGG-hsa05322	KEGG	GeneSet	yellow_Module-KEGG_z-score_elite	1	8	-0.00766363082795	0.6095	1	8	-1.61551770658	0.1465	1	8	1.2041583603	0.2595	0	8	-0.876264160919	0.6325	0	8	-0.638139266047	1.0	0	8	-0.985018576325	0.6105	0	8	-0.478550851411	1.0	1	8	1.2041583603	0.253	4	8	3.36741053971	0.0065
Glyoxylate and dicarboxylate metabolism:KEGG-hsa00630	Glyoxylate and dicarboxylate metabolism:KEGG-hsa00630	KEGG	GeneSet	tan_Module-KEGG_z-score_elite	0	10	-1.20568898191	0.407	1	10	-1.96991070767	0.047	2	10	2.55013337503	0.062	1	10	0.146528971984	0.6245	1	10	0.770422979174	0.358	0	10	-1.10242252648	0.4065	1	10	1.40245004547	0.259	3	10	4.15340255611	0.0035	1	10	-0.174564215826	0.666
N-Glycan biosynthesis:KEGG-hsa00510	N-Glycan biosynthesis:KEGG-hsa00510	KEGG	GeneSet	purple_Module-KEGG_z-score_elite	1	4	0.749374206495	0.394	0	4	-1.65019603717	0.1465	0	4	-0.413864985061	1.0	0	4	-0.618337406455	1.0	0	4	-0.450304139235	1.0	3	4	4.15558637574	0.002	0	4	-0.337690282812	1.0	0	4	-0.413864985061	1.0	0	4	-0.731633818252	1.0
T cell receptor signaling pathway:KEGG-hsa04660	T cell receptor signaling pathway:KEGG-hsa04660	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	4	19	1.12243202085	0.1675	14	19	2.98127192736	0.01	0	19	-0.909031965135	0.651	0	19	-1.35814453505	0.243	0	19	-0.989068588485	0.6455	0	19	-1.52670582231	0.16	0	19	-0.741718368242	0.6915	0	19	-0.909031965135	0.649	1	19	-0.888443337725	0.414
Butanoate metabolism:KEGG-hsa00650	Butanoate metabolism:KEGG-hsa00650	KEGG	GeneSet	tan_Module-KEGG_z-score_elite	0	12	-1.32213406658	0.271	3	12	-1.09534052507	0.378	0	12	-0.719800386321	1.0	1	12	-0.045336417044	0.688	1	12	0.573495847352	0.438	1	12	-0.271521467773	0.7355	0	12	-0.587316165414	1.0	5	12	6.60566812863	0.0	1	12	-0.371597789774	0.7495
Propanoate metabolism:KEGG-hsa00640	Propanoate metabolism:KEGG-hsa00640	KEGG	GeneSet	tan_Module-KEGG_z-score_elite	0	17	-1.57774703748	0.147	4	17	-1.43168410766	0.244	0	17	-0.858962003782	0.657	1	17	-0.415641395858	0.8225	1	17	0.208206570503	0.536	3	17	0.92618247102	0.2625	2	17	2.28277096249	0.081	6	17	6.54579574059	0.0	0	17	-1.51847987447	0.186
Chronic myeloid leukemia:KEGG-hsa05220	Chronic myeloid leukemia:KEGG-hsa05220	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	1	10	-0.247999440996	0.708	9	10	3.20897327858	0.004	0	10	-0.656404987137	1.0	0	10	-0.980705718004	0.607	0	10	-0.714198816986	1.0	0	10	-1.10242252648	0.407	0	10	-0.535589126277	1.0	0	10	-0.656404987137	1.0	0	10	-1.16039796647	0.4065
Cardiac muscle contraction:KEGG-hsa04260	Cardiac muscle contraction:KEGG-hsa04260	KEGG	GeneSet	purple_Module-KEGG_z-score_elite	4	25	0.52047508004	0.724	6	25	-1.69490573773	0.115	1	25	-0.0240582744682	0.624	3	25	0.592760945458	0.6555	1	25	-0.191783489929	0.6985	10	25	4.78173794245	0.0	0	25	-0.853486229484	0.646	0	25	-1.0460119334	0.4715	0	25	-1.84914823045	0.1065
Oocyte meiosis:KEGG-hsa04114	Oocyte meiosis:KEGG-hsa04114	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	1	31	-1.59633203522	0.154	24	31	4.2625824208	0.0	1	31	-0.247830327676	0.7055	3	31	0.196109356548	0.9535	1	31	-0.418841135047	0.772	1	31	-1.37340720516	0.218	0	31	-0.953411238592	0.6245	0	31	-1.16847759056	0.436	0	31	-2.06564399499	0.0465
Amoebiasis:KEGG-hsa05146	Amoebiasis:KEGG-hsa05146	KEGG	GeneSet	magenta_Module-KEGG_z-score_elite|salmon_Module-KEGG_z-score_elite|yellow_Module-KEGG_z-score_elite	4	31	0.0534737458908	0.9765	9	31	-1.31343698265	0.2055	0	31	-1.16847759056	0.396	0	31	-1.74577079224	0.108	4	31	2.13870754583	0.0465	1	31	-1.37340720516	0.2165	4	31	3.49811937123	0.0075	1	31	-0.247830327676	0.658	8	31	2.46312836541	0.0115
Glutamatergic synapse:KEGG-hsa04724	Glutamatergic synapse:KEGG-hsa04724	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	3	39	-0.94041886911	0.456	23	39	2.40715900792	0.0405	0	39	-1.31618214016	0.277	2	39	-0.807341767825	0.564	1	39	-0.668766557534	0.5685	2	39	-1.15572620718	0.3035	0	39	-1.07392974808	0.443	0	39	-1.31618214016	0.288	8	39	1.72807769943	0.103
beta-Alanine metabolism:KEGG-hsa00410	beta-Alanine metabolism:KEGG-hsa00410	KEGG	GeneSet	tan_Module-KEGG_z-score_elite	1	14	-0.618475540942	0.5285	6	14	0.186305549303	1.0	0	14	-0.778280202689	0.696	1	14	-0.208130372176	0.7725	0	14	-0.846804657089	0.6585	1	14	-0.438370958215	0.5385	1	14	1.00630790689	0.3155	4	14	4.65300378322	0.0015	0	14	-1.37584994362	0.2605
Carbohydrate digestion and absorption:KEGG-hsa04973	Carbohydrate digestion and absorption:KEGG-hsa04973	KEGG	GeneSet	grey_Module-KEGG_z-score_elite	0	9	-1.14322603255	0.4155	5	9	0.928447981306	0.5305	0	9	-0.622398711815	1.0	3	9	2.63288892506	0.0455	0	9	-0.677198425336	1.0	0	9	-1.04530948698	0.6235	0	9	-0.50784194025	1.0	0	9	-0.622398711815	1.0	1	9	-0.0616582814646	0.6295
Fatty acid metabolism:KEGG-hsa00071	Fatty acid metabolism:KEGG-hsa00071	KEGG	GeneSet	tan_Module-KEGG_z-score_elite	4	19	1.12243202085	0.159	6	19	-0.793492593009	0.505	0	19	-0.909031965135	0.627	1	19	-0.53653016307	0.563	1	19	0.0930366869348	0.5885	3	19	0.716289047458	0.574	0	19	-0.741718368242	0.663	4	19	3.76530608716	0.004	0	19	-1.6069939511	0.167
Pathways in cancer:KEGG-hsa05200	Pathways in cancer:KEGG-hsa05200	KEGG	GeneSet	blue_Module-KEGG_z-score_elite|salmon_Module-KEGG_z-score_elite	12	52	2.34172070417	0.022	19	52	-0.587352741008	0.607	0	52	-1.5304386133	0.1845	3	52	-0.770291629143	0.466	4	52	0.997477352987	0.4415	3	52	-1.19055183294	0.269	4	52	2.2271168845	0.0475	0	52	-1.5304386133	0.185	7	52	0.388635958693	0.8265
Pyruvate metabolism:KEGG-hsa00620	Pyruvate metabolism:KEGG-hsa00620	KEGG	GeneSet	tan_Module-KEGG_z-score_elite	3	25	-0.0899740834644	0.951	5	25	-2.10754538532	0.0405	2	25	0.997895384464	0.2625	1	25	-0.844279857799	0.418	1	25	-0.191783489929	0.7035	5	25	1.51248813855	0.103	1	25	0.381856061191	0.5065	6	25	5.0857100202	0.0	1	25	-1.2207594231	0.288
Alanine, aspartate and glutamate metabolism:KEGG-hsa00250	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250	KEGG	GeneSet	tan_Module-KEGG_z-score_elite	0	11	-1.26519162547	0.393	4	11	-0.276223993566	1.0	1	11	0.840648606952	0.35	0	11	-1.02910508438	0.61	1	11	0.666818179457	0.4105	0	11	-1.15682880838	0.392	1	11	1.28678275209	0.2645	4	11	5.4289932382	0.0	0	11	-1.21766542733	0.389
