GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
ENSG00000157152	SYN2	synapsin II [Source:HGNC Symbol;Acc:HGNC:11495]	1	0.0625	ENSG00000157152	Synaptic Vesicle Pathway:WP2267
ENSG00000157087	ATP2B2	ATPase, Ca++ transporting, plasma membrane 2 [Source:HGNC Symbol;Acc:HGNC:815]	1	0.0625	ENSG00000157087	Calcium Regulation in the Cardiac Cell:WP536
ENSG00000152495	CAMK4	calcium/calmodulin-dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464]	1	0.0625	ENSG00000152495	Calcium Regulation in the Cardiac Cell:WP536
ENSG00000145920	CPLX2	complexin 2 [Source:HGNC Symbol;Acc:HGNC:2310]	1	0.0625	ENSG00000145920	Synaptic Vesicle Pathway:WP2267
ENSG00000144711	IQSEC1	IQ motif and Sec7 domain 1 [Source:HGNC Symbol;Acc:HGNC:29112]	1	0.0625	ENSG00000144711	EGF/EGFR Signaling Pathway:WP437
ENSG00000144118	RALB	v-ral simian leukemia viral oncogene homolog B [Source:HGNC Symbol;Acc:HGNC:9840]	1	0.0625	ENSG00000144118	EGF/EGFR Signaling Pathway:WP437
ENSG00000143761	ARF1	ADP-ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]	1	0.0625	ENSG00000143761	Cell Cycle:WP179
ENSG00000143621	ILF2	interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]	1	0.0625	ENSG00000143621	B Cell Receptor Signaling Pathway:WP23
ENSG00000140600	SH3GL3	SH3-domain GRB2-like 3 [Source:HGNC Symbol;Acc:HGNC:10832]	1	0.0625	ENSG00000140600	EGF/EGFR Signaling Pathway:WP437
ENSG00000136738	STAM	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 [Source:HGNC Symbol;Acc:HGNC:11357]	1	0.0625	ENSG00000136738	EGF/EGFR Signaling Pathway:WP437
ENSG00000136279	DBNL	drebrin-like [Source:HGNC Symbol;Acc:HGNC:2696]	1	0.0625	ENSG00000136279	TCR Signaling Pathway:WP69
ENSG00000135744	AGT	angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:HGNC Symbol;Acc:HGNC:333]	1	0.0625	ENSG00000135744	Monoamine Transport:WP727
ENSG00000132639	SNAP25	synaptosomal-associated protein, 25kDa [Source:HGNC Symbol;Acc:HGNC:11132]	1	0.0625	ENSG00000132639	Synaptic Vesicle Pathway:WP2267
ENSG00000127527	EPS15L1	epidermal growth factor receptor pathway substrate 15-like 1 [Source:HGNC Symbol;Acc:HGNC:24634]	1	0.0625	ENSG00000127527	EGF/EGFR Signaling Pathway:WP437
ENSG00000117632	STMN1	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]	1	0.0625	ENSG00000117632	EGF/EGFR Signaling Pathway:WP437
ENSG00000116288	PARK7	parkinson protein 7 [Source:HGNC Symbol;Acc:HGNC:16369]	1	0.0625	ENSG00000116288	Synaptic Vesicle Pathway:WP2267
ENSG00000115252	PDE1A	phosphodiesterase 1A, calmodulin-dependent [Source:HGNC Symbol;Acc:HGNC:8774]	1	0.0625	ENSG00000115252	G Protein Signaling Pathways:WP35
ENSG00000110514	MADD	MAP-kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]	1	0.0625	ENSG00000110514	Deregulation of Rab and Rab Effector Genes in Bladder Cancer:WP2291
ENSG00000107758	PPP3CB	protein phosphatase 3, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:HGNC:9315]	1	0.0625	ENSG00000107758	Initiation of transcription and translation elongation at the HIV-1 LTR:WP3414
ENSG00000107295	SH3GL2	SH3-domain GRB2-like 2 [Source:HGNC Symbol;Acc:HGNC:10831]	1	0.0625	ENSG00000107295	EGF/EGFR Signaling Pathway:WP437
ENSG00000105723	GSK3A	glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:HGNC:4616]	1	0.0625	ENSG00000105723	B Cell Receptor Signaling Pathway:WP23
ENSG00000105649	RAB3A	RAB3A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9777]	1	0.0625	ENSG00000105649	Synaptic Vesicle Pathway:WP2267
ENSG00000105568	PPP2R1A	protein phosphatase 2, regulatory subunit A, alpha [Source:HGNC Symbol;Acc:HGNC:9302]	1	0.0625	ENSG00000105568	Wnt Signaling Pathway and Pluripotency:WP399
ENSG00000105402	NAPA	N-ethylmaleimide-sensitive factor attachment protein, alpha [Source:HGNC Symbol;Acc:HGNC:7641]	1	0.0625	ENSG00000105402	Synaptic Vesicle Pathway:WP2267
ENSG00000099365	STX1B	syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539]	1	0.0625	ENSG00000099365	Synaptic Vesicle Pathway:WP2267
ENSG00000090020	SLC9A1	solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 [Source:HGNC Symbol;Acc:HGNC:11071]	1	0.0625	ENSG00000090020	G Protein Signaling Pathways:WP35
ENSG00000089169	RPH3A	rabphilin 3A [Source:HGNC Symbol;Acc:HGNC:17056]	1	0.0625	ENSG00000089169	Deregulation of Rab and Rab Effector Genes in Bladder Cancer:WP2291
ENSG00000087470	DNM1L	dynamin 1-like [Source:HGNC Symbol;Acc:HGNC:2973]	1	0.0625	ENSG00000087470	Synaptic Vesicle Pathway:WP2267
ENSG00000085832	EPS15	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]	1	0.0625	ENSG00000085832	EGF/EGFR Signaling Pathway:WP437
ENSG00000078053	AMPH	amphiphysin [Source:HGNC Symbol;Acc:HGNC:471]	1	0.0625	ENSG00000078053	Monoamine Transport:WP727
ENSG00000073969	NSF	N-ethylmaleimide-sensitive factor [Source:HGNC Symbol;Acc:HGNC:8016]	1	0.0625	ENSG00000073969	Synaptic Vesicle Pathway:WP2267
ENSG00000071051	NCK2	NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665]	1	0.0625	ENSG00000071051	EGF/EGFR Signaling Pathway:WP437
ENSG00000070961	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1 [Source:HGNC Symbol;Acc:HGNC:814]	1	0.0625	ENSG00000070961	Calcium Regulation in the Cardiac Cell:WP536
ENSG00000067842	ATP2B3	ATPase, Ca++ transporting, plasma membrane 3 [Source:HGNC Symbol;Acc:HGNC:816]	1	0.0625	ENSG00000067842	Calcium Regulation in the Cardiac Cell:WP536
ENSG00000067715	SYT1	synaptotagmin I [Source:HGNC Symbol;Acc:HGNC:11509]	1	0.0625	ENSG00000067715	Synaptic Vesicle Pathway:WP2267
ENSG00000065559	MAP2K4	mitogen-activated protein kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6844]	1	0.0625	ENSG00000065559	Wnt Signaling Pathway and Pluripotency:WP399
ENSG00000063245	EPN1	epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604]	1	0.0625	ENSG00000063245	EGF/EGFR Signaling Pathway:WP437
ENSG00000041353	RAB27B	RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]	1	0.0625	ENSG00000041353	Deregulation of Rab and Rab Effector Genes in Bladder Cancer:WP2291
